pTHUMB_BONE3_X,pTHUMB_BONE3_Y,pTHUMB_BONE3_Z,pINDEX_BONE3_X,pINDEX_BONE3_Y,pINDEX_BONE3_Z,pMIDDLE_BONE3_X,pMIDDLE_BONE3_Y,pMIDDLE_BONE3_Z,pRING_BONE3_X,pRING_BONE3_Y,pRING_BONE3_Z,pPINKY_BONE3_X,pPINKY_BONE3_Y,pPINKY_BONE3_Z,target
0.149451,-0.08141958,0.5870373,-0.0386802,-0.06437434,0.5319543,-0.06447855,-0.07064433,0.525834,-0.1145219,-0.1284706,0.5714346,-0.09317098,-0.1037069,0.5418898,THUMB
0.155673,-0.08605623,0.5887516,-0.03462712,-0.06386015,0.5308678,-0.060544,-0.07034412,0.5247818,-0.111863,-0.1278606,0.5706953,-0.090032,-0.1030739,0.5408524,THUMB
0.1609077,-0.09080218,0.5912483,-0.03208688,-0.0617061,0.530822,-0.05826265,-0.06819688,0.5248424,-0.1111882,-0.1259104,0.5706213,-0.08889795,-0.1005011,0.5405684,THUMB
0.163642,-0.09363268,0.5929335,-0.03087262,-0.06031904,0.5308649,-0.05722918,-0.06679638,0.5249206,-0.1111561,-0.1246181,0.5706592,-0.08854352,-0.09888332,0.540507,THUMB
0.1667544,-0.09856128,0.595918,-0.02847506,-0.06038087,0.527678,-0.05537083,-0.06707621,0.5214016,-0.1101206,-0.126262,0.5700816,-0.0874313,-0.09967855,0.5382614,THUMB
0.1677596,-0.1006473,0.5985052,-0.02812306,-0.05824028,0.5274379,-0.0555224,-0.06502751,0.5209028,-0.1104951,-0.1263354,0.5707467,-0.08799515,-0.09851686,0.538256,THUMB
0.1688489,-0.1021096,0.6010075,-0.02784103,-0.05572778,0.5279905,-0.05561681,-0.06257965,0.5213199,-0.1112675,-0.1249436,0.5715249,-0.08869321,-0.09633335,0.5387872,THUMB
0.1693111,-0.1025354,0.6030995,-0.02787719,-0.05349106,0.5288868,-0.05589402,-0.06038018,0.5220873,-0.111982,-0.1236602,0.5723071,-0.08933541,-0.09446265,0.5395304,THUMB
0.1694316,-0.1022971,0.6029155,-0.02765384,-0.05350387,0.5288936,-0.05550897,-0.06078113,0.5220572,-0.1113899,-0.1241247,0.5722273,-0.08866724,-0.09523837,0.5395251,THUMB
0.169,-0.1023475,0.6004995,-0.0277551,-0.05471183,0.5281324,-0.05548444,-0.06204537,0.5214123,-0.111115,-0.1248889,0.5719228,-0.08846913,-0.0963422,0.5391295,THUMB
0.1687641,-0.1023765,0.5984573,-0.02749849,-0.05587128,0.5274994,-0.05507503,-0.06330641,0.5208625,-0.1105485,-0.1255724,0.5715978,-0.08794953,-0.0973406,0.5387812,THUMB
0.1690238,-0.1026306,0.597292,-0.0268285,-0.05665131,0.5269036,-0.0543724,-0.06411881,0.5202832,-0.1099633,-0.1260352,0.5711535,-0.08735592,-0.09785762,0.5382725,THUMB
0.1706515,-0.1039782,0.5979282,-0.02504209,-0.05644081,0.5261587,-0.05271769,-0.06409592,0.5194815,-0.1089687,-0.1258748,0.5706338,-0.08613178,-0.0977191,0.5374888,THUMB
0.1713182,-0.1057636,0.5982811,-0.02454966,-0.05514074,0.525782,-0.05246918,-0.06307568,0.5192049,-0.1095078,-0.1246182,0.5708988,-0.08654033,-0.09632,0.5374416,THUMB
0.1712786,-0.1062815,0.5985206,-0.02453842,-0.05445512,0.5257988,-0.05258097,-0.06236974,0.5192552,-0.1101592,-0.1237268,0.5711915,-0.08701408,-0.09544735,0.5376065,THUMB
0.1712866,-0.1073108,0.5978701,-0.0237665,-0.05589183,0.5247952,-0.05183573,-0.06327625,0.5182157,-0.1102015,-0.1236059,0.5705533,-0.08653807,-0.09611243,0.5367826,THUMB
0.1712562,-0.1076735,0.5970176,-0.0234579,-0.05703815,0.5242621,-0.05149158,-0.06404611,0.5177052,-0.110089,-0.1238069,0.5703315,-0.08616704,-0.09686527,0.5364233,THUMB
0.1708799,-0.1074837,0.5961566,-0.02443477,-0.05631366,0.5245008,-0.05260287,-0.06343715,0.5180098,-0.1106534,-0.123834,0.5709694,-0.08713733,-0.09649844,0.5369173,THUMB
0.1706745,-0.1058203,0.5966554,-0.02501383,-0.05404868,0.5259262,-0.05327241,-0.06180447,0.5193131,-0.110579,-0.1240362,0.5717448,-0.08758604,-0.09548611,0.5379811,THUMB
0.1693346,-0.1050905,0.594544,-0.02603451,-0.05481055,0.525218,-0.0542348,-0.06280471,0.5187156,-0.1104657,-0.1256884,0.5717077,-0.08801635,-0.0969502,0.5377488,THUMB
0.1685802,-0.1046649,0.5939751,-0.02657396,-0.05548654,0.5247436,-0.05476254,-0.06333167,0.5182655,-0.1104774,-0.1265833,0.5715767,-0.08828438,-0.0977656,0.537432,THUMB
0.1679974,-0.1039203,0.5942842,-0.02693276,-0.05602268,0.5247209,-0.05512001,-0.06345672,0.5182197,-0.11059,-0.1268401,0.5715545,-0.08849314,-0.0980121,0.5373574,THUMB
0.1677996,-0.1032815,0.594732,-0.02708009,-0.0562734,0.5249629,-0.05526465,-0.06341574,0.5184202,-0.1105228,-0.1269412,0.5717001,-0.08846544,-0.09815314,0.5375028,THUMB
0.167298,-0.1023654,0.5956786,-0.02730797,-0.05685599,0.5250899,-0.05551174,-0.06357871,0.5183825,-0.1105324,-0.1272717,0.5715684,-0.08850178,-0.09856305,0.5373592,THUMB
0.1667216,-0.1024539,0.5950871,-0.02808999,-0.05747292,0.5249061,-0.05629716,-0.06403959,0.5182155,-0.1109606,-0.1277519,0.5714856,-0.08908024,-0.09908576,0.537245,THUMB
0.1657382,-0.1022816,0.5938638,-0.0292856,-0.05817148,0.5246655,-0.05747981,-0.06457571,0.5179944,-0.1117548,-0.1282618,0.5712816,-0.09008407,-0.09956063,0.537084,THUMB
0.1644763,-0.1017325,0.5934277,-0.03013663,-0.05905218,0.5245454,-0.05817498,-0.06534258,0.5177624,-0.1123757,-0.1289147,0.5704654,-0.09069142,-0.100154,0.5365866,THUMB
0.1634823,-0.1015722,0.5922818,-0.0302999,-0.06018423,0.5239043,-0.05812087,-0.06662894,0.5170955,-0.1127178,-0.1293923,0.5691909,-0.09086613,-0.1006835,0.5356977,THUMB
0.1624207,-0.1012799,0.5906556,-0.03111057,-0.0609984,0.5235538,-0.05878726,-0.06752282,0.5168362,-0.1133664,-0.1297567,0.5686932,-0.0915366,-0.1011345,0.5354094,THUMB
0.1617936,-0.1013095,0.5894954,-0.03145963,-0.061935,0.5230173,-0.05905391,-0.0684631,0.5163298,-0.1135637,-0.13034,0.5681544,-0.09175429,-0.1018652,0.5349489,THUMB
0.1614672,-0.101483,0.5892882,-0.0314933,-0.06227271,0.5227879,-0.05910344,-0.0687246,0.516059,-0.113677,-0.1306379,0.5677414,-0.09183834,-0.1021387,0.5346192,THUMB
0.1609381,-0.1016419,0.5885766,-0.03190326,-0.06246799,0.5225815,-0.05950367,-0.06900333,0.5159212,-0.1139601,-0.1309676,0.5675591,-0.09217363,-0.1024778,0.5344789,THUMB
0.1606161,-0.1015396,0.5889212,-0.03226203,-0.06230753,0.5226331,-0.05992605,-0.06876012,0.5159087,-0.1142782,-0.1311928,0.5674196,-0.09256624,-0.102475,0.5343592,THUMB
0.1603878,-0.1013281,0.5892317,-0.03227058,-0.06197433,0.522826,-0.05995604,-0.06838229,0.5160181,-0.1144705,-0.1312209,0.5671899,-0.09267295,-0.1022811,0.5342508,THUMB
0.1599998,-0.1008953,0.5894073,-0.03245376,-0.06169578,0.5230851,-0.06012027,-0.06802443,0.5162658,-0.1149039,-0.1309976,0.566997,-0.09299941,-0.1018474,0.5342479,THUMB
0.159746,-0.100835,0.5894127,-0.03265756,-0.06148978,0.5229216,-0.06042938,-0.06763061,0.5161124,-0.1155607,-0.1307157,0.5667876,-0.09361364,-0.1012841,0.5340356,THUMB
0.1598945,-0.1007438,0.5892714,-0.03254038,-0.06130429,0.5229195,-0.06038145,-0.06736137,0.5161241,-0.1156844,-0.1305385,0.5667923,-0.09371322,-0.1009546,0.5340477,THUMB
0.1601723,-0.0996341,0.5892118,-0.03224731,-0.06079707,0.5239318,-0.05998765,-0.06682125,0.517235,-0.1152095,-0.1298893,0.5673898,-0.09325671,-0.1002312,0.5349641,THUMB
0.160238,-0.09866642,0.5890734,-0.03203322,-0.06120289,0.5241654,-0.05959203,-0.06732759,0.5175161,-0.1146944,-0.1299482,0.5673822,-0.09269743,-0.1005214,0.5351355,THUMB
0.1599338,-0.09827153,0.58892,-0.03207865,-0.06174812,0.5239247,-0.05959906,-0.06780857,0.5172285,-0.1146474,-0.1302631,0.5671269,-0.09262633,-0.1009796,0.5348344,THUMB
0.1597436,-0.09804007,0.5891284,-0.03197313,-0.06186117,0.5238122,-0.05954283,-0.067793,0.5170115,-0.1145433,-0.1304728,0.5669771,-0.09253413,-0.1011604,0.5346002,THUMB
0.1607712,-0.09674358,0.5905379,-0.03108359,-0.06075725,0.5246629,-0.05865059,-0.06686084,0.5177734,-0.1137415,-0.1298733,0.5675426,-0.0916587,-0.1004095,0.5352063,THUMB
0.1625325,-0.09508284,0.5917618,-0.02974158,-0.05957057,0.525748,-0.05722497,-0.06609753,0.5188506,-0.1119836,-0.1295915,0.5686843,-0.089898,-0.1001737,0.5362899,THUMB
0.1640613,-0.09451332,0.5920053,-0.0288678,-0.0593572,0.5258571,-0.0563767,-0.06605578,0.5190424,-0.1106075,-0.1298174,0.5694751,-0.08866132,-0.1006299,0.5367807,THUMB
0.1667397,-0.09401802,0.5934083,-0.02710825,-0.05905076,0.5261087,-0.05471394,-0.0657837,0.5193807,-0.1084811,-0.1295873,0.570533,-0.08656742,-0.1009367,0.5374974,THUMB
0.1679319,-0.09379418,0.5947688,-0.02659443,-0.05858857,0.526225,-0.0542754,-0.06537938,0.5195301,-0.1079349,-0.1290954,0.5710344,-0.08604861,-0.100661,0.5377942,THUMB
0.168315,-0.09371454,0.5957782,-0.02625316,-0.0583797,0.5263008,-0.05395732,-0.06515966,0.5195385,-0.1076949,-0.1289655,0.5708811,-0.08576162,-0.1005059,0.5376564,THUMB
0.1681723,-0.09385165,0.5957134,-0.026289,-0.05843224,0.5262259,-0.05403759,-0.06504513,0.5194847,-0.1078697,-0.1288579,0.5707132,-0.08593385,-0.1003226,0.5375,THUMB
0.1671861,-0.09435558,0.5952402,-0.02729939,-0.05875511,0.5256743,-0.05513256,-0.06524752,0.5188962,-0.1089595,-0.1292287,0.5703469,-0.08710794,-0.1005478,0.5370089,THUMB
0.1656384,-0.09489006,0.5947472,-0.0288188,-0.05902467,0.525044,-0.05673877,-0.06537162,0.5182103,-0.1106906,-0.1293801,0.5699071,-0.0889314,-0.1004868,0.5364624,THUMB
0.1643224,-0.09467603,0.5941679,-0.03004186,-0.05897959,0.5250257,-0.05796449,-0.06527004,0.5181528,-0.1119371,-0.1293677,0.5697805,-0.0902456,-0.100263,0.5364065,THUMB
0.1637602,-0.09488638,0.5934113,-0.03046979,-0.05940777,0.5245151,-0.058394,-0.06569125,0.517628,-0.1124323,-0.1296742,0.5694055,-0.0907593,-0.1005416,0.5359892,THUMB
0.1629767,-0.09566654,0.5923585,-0.03045865,-0.06062775,0.5231898,-0.05842501,-0.06687778,0.5161673,-0.1128375,-0.1306867,0.5680981,-0.09102276,-0.1015608,0.5346724,THUMB
0.1622489,-0.09611029,0.5920023,-0.0306829,-0.06071644,0.522944,-0.0587284,-0.06688058,0.5158194,-0.1135276,-0.1309224,0.5674834,-0.09157809,-0.1015504,0.534212,THUMB
0.1611524,-0.09593853,0.591638,-0.03177205,-0.06051876,0.5228017,-0.05988795,-0.06668287,0.5156431,-0.1147833,-0.1311959,0.5670177,-0.09289899,-0.1013768,0.5338651,THUMB
0.1601236,-0.0955387,0.5916561,-0.03303435,-0.06050506,0.5225136,-0.06120772,-0.06662888,0.5152776,-0.1160026,-0.131891,0.5664435,-0.09423399,-0.1015977,0.5333211,THUMB
0.1595698,-0.09574241,0.591831,-0.03381652,-0.06072703,0.5217335,-0.06215506,-0.06658885,0.5143652,-0.1172717,-0.1325487,0.5654291,-0.09540407,-0.1018479,0.5322514,THUMB
0.1598576,-0.09578799,0.5916865,-0.03370848,-0.06051674,0.5216414,-0.06216339,-0.06626117,0.5142597,-0.1173452,-0.1326642,0.5653734,-0.09550139,-0.1017056,0.5321724,THUMB
0.1606452,-0.09488261,0.5917346,-0.03314884,-0.06000977,0.5224175,-0.06148817,-0.06589717,0.51512,-0.1166825,-0.132386,0.5656323,-0.09478251,-0.1012831,0.5327795,THUMB
0.1611876,-0.09451308,0.5912055,-0.03271202,-0.06030898,0.5225018,-0.06083969,-0.06651581,0.5153242,-0.1160674,-0.1325077,0.5655495,-0.09405019,-0.1016244,0.5328907,THUMB
0.1620067,-0.09491506,0.5902603,-0.03180258,-0.06200784,0.5213823,-0.05964145,-0.06867919,0.5142843,-0.114805,-0.1337862,0.5644864,-0.09261848,-0.10352,0.5318835,THUMB
0.1612959,-0.09676671,0.5936561,-0.03164658,-0.06116871,0.5206349,-0.05988966,-0.06767823,0.5129752,-0.1167197,-0.1338177,0.5622461,-0.09403266,-0.1024502,0.5298801,THUMB
0.1597802,-0.09744713,0.5904842,-0.03389972,-0.06215251,0.519527,-0.06199581,-0.06888897,0.5122189,-0.118411,-0.1345513,0.5620778,-0.09589875,-0.1034908,0.5295022,THUMB
0.1579156,-0.09870485,0.5889633,-0.03547922,-0.0633883,0.5185228,-0.06373841,-0.06951309,0.5112376,-0.120163,-0.1350683,0.5613203,-0.0977435,-0.1040056,0.5286801,THUMB
0.1556827,-0.09923433,0.5877535,-0.03694026,-0.06465878,0.5178568,-0.06523034,-0.07030898,0.5104448,-0.1216737,-0.1359967,0.5601066,-0.09921571,-0.1048938,0.5277218,THUMB
0.1537826,-0.09933978,0.5874113,-0.03805177,-0.06541428,0.517321,-0.06635106,-0.07079814,0.5096866,-0.1232182,-0.1367549,0.5587553,-0.1005292,-0.105455,0.5266767,THUMB
0.1526505,-0.09913247,0.5872746,-0.03902989,-0.0654707,0.5171779,-0.06731386,-0.07086834,0.5094128,-0.1243638,-0.1371251,0.5581916,-0.1015799,-0.10564,0.5262586,THUMB
0.152439,-0.09907033,0.5868795,-0.03920449,-0.06562343,0.5170445,-0.06744605,-0.07111077,0.5092455,-0.1243492,-0.1376104,0.5580271,-0.1015945,-0.1061033,0.5260984,THUMB
0.1534333,-0.09861802,0.5884142,-0.03823142,-0.06503742,0.517341,-0.06650928,-0.0706308,0.5093911,-0.1237073,-0.1374876,0.5579861,-0.1008045,-0.1057852,0.526112,THUMB
0.1566658,-0.09778187,0.5905717,-0.03585724,-0.06342539,0.5180562,-0.06410382,-0.06977305,0.5101075,-0.121949,-0.1365219,0.558293,-0.09875983,-0.1045963,0.5265808,THUMB
0.1583807,-0.09780852,0.5912611,-0.03452183,-0.06306773,0.5179142,-0.06277744,-0.06973751,0.5099684,-0.1208565,-0.1364508,0.5582266,-0.09752443,-0.1045593,0.5264304,THUMB
0.1622282,-0.09916327,0.59272,-0.03127196,-0.06473392,0.5169119,-0.05982976,-0.0704719,0.5084766,-0.1187384,-0.1365319,0.5582894,-0.09493177,-0.1049619,0.5253128,THUMB
0.1637186,-0.1002045,0.5932762,-0.02981772,-0.06667361,0.516332,-0.05849626,-0.07170597,0.5072496,-0.1174999,-0.1373393,0.5584185,-0.09365319,-0.105845,0.5243478,THUMB
0.1646888,-0.1016579,0.5948073,-0.02864964,-0.06766783,0.5161142,-0.05746367,-0.07220083,0.5064156,-0.1168041,-0.1377065,0.5583592,-0.09292195,-0.1059772,0.5234741,THUMB
0.04926272,-0.02560431,0.5573178,-0.02117674,-0.02428507,0.5538702,-0.04690315,-0.05677208,0.5852575,-0.1013147,-0.05273074,0.644809,-0.07474314,-0.06768981,0.6219337,CLOSE
0.05012596,-0.02564455,0.5574735,-0.0199691,-0.02642446,0.5546511,-0.04569018,-0.05716415,0.5845702,-0.1004857,-0.05353417,0.6439898,-0.07374087,-0.0683651,0.6212597,CLOSE
0.0498235,-0.02462946,0.5577484,-0.01959863,-0.02994824,0.5566936,-0.04506863,-0.0577701,0.584048,-0.1000028,-0.05452933,0.6433123,-0.07304022,-0.06930872,0.6206602,CLOSE
0.04906225,-0.02400183,0.5573661,-0.02003198,-0.0321463,0.5582238,-0.04528543,-0.05836615,0.5842077,-0.1001183,-0.05488568,0.6430638,-0.07302555,-0.06975003,0.6204014,CLOSE
0.04825959,-0.0238099,0.5562989,-0.02034443,-0.0349829,0.5592642,-0.04549222,-0.06003185,0.5840696,-0.1002431,-0.05584504,0.6419953,-0.07287115,-0.07105738,0.6196518,CLOSE
0.04761778,-0.0235177,0.5561758,-0.02064729,-0.03611183,0.5594046,-0.04577103,-0.06101912,0.5838413,-0.1005629,-0.05673147,0.6411967,-0.07296244,-0.07207306,0.6192022,CLOSE
0.04682413,-0.02351132,0.55638,-0.02113058,-0.0365698,0.559644,-0.04627329,-0.06117902,0.5836501,-0.1009852,-0.05688399,0.6408195,-0.0734241,-0.07227483,0.6189415,CLOSE
0.04633673,-0.02354539,0.5563619,-0.02136407,-0.03689227,0.5597268,-0.04647242,-0.0613598,0.5837022,-0.1012933,-0.05684943,0.640312,-0.07373627,-0.07222987,0.6185712,CLOSE
0.0456112,-0.02347351,0.5561164,-0.02144892,-0.03734044,0.5596961,-0.04644656,-0.06171972,0.583777,-0.1014176,-0.05703513,0.6397443,-0.07378988,-0.07240503,0.618205,CLOSE
0.04524159,-0.02373935,0.5559095,-0.02155777,-0.03751382,0.5591884,-0.04653723,-0.06194926,0.5835273,-0.1015069,-0.05720986,0.639433,-0.07392409,-0.07265618,0.61804,CLOSE
0.04486988,-0.02371301,0.5557085,-0.02198184,-0.03744878,0.5589883,-0.04688557,-0.06194424,0.5835485,-0.1017772,-0.05718052,0.6394911,-0.07420901,-0.07266781,0.6180843,CLOSE
0.04447663,-0.02387782,0.5549588,-0.02280188,-0.03755422,0.5583151,-0.04757483,-0.06232045,0.5832773,-0.102476,-0.0575854,0.6392639,-0.07478067,-0.07313175,0.6178288,CLOSE
0.04474657,-0.02377934,0.5544737,-0.02305781,-0.03762287,0.5578087,-0.04772722,-0.06282972,0.5831293,-0.1026397,-0.05806739,0.6390594,-0.07481687,-0.0736326,0.6177155,CLOSE
0.04502859,-0.02385575,0.5546049,-0.02288694,-0.0375458,0.5575207,-0.04760736,-0.06283344,0.582768,-0.1025158,-0.05843657,0.6388367,-0.07474071,-0.07386925,0.6175008,CLOSE
0.04508706,-0.0241397,0.554623,-0.02284435,-0.03741283,0.5571935,-0.04764065,-0.06277528,0.5824271,-0.1025531,-0.05861296,0.6387691,-0.07483456,-0.07399251,0.6174272,CLOSE
0.04502672,-0.02495132,0.5544086,-0.02313976,-0.03675903,0.5557835,-0.04813631,-0.06276103,0.5815399,-0.1030148,-0.05906921,0.6388445,-0.0754208,-0.07445918,0.617525,CLOSE
0.04494632,-0.02494911,0.5545732,-0.02334434,-0.03632118,0.5554302,-0.04839658,-0.06260268,0.5813276,-0.1032579,-0.05909034,0.638997,-0.0756969,-0.0744835,0.6176348,CLOSE
0.04495294,-0.02527889,0.5546847,-0.02354927,-0.03605131,0.554732,-0.04862268,-0.06261819,0.5808306,-0.103425,-0.05929474,0.6388665,-0.07591058,-0.074705,0.6174768,CLOSE
0.04488129,-0.0255746,0.5542452,-0.02370572,-0.03605776,0.5542866,-0.0487488,-0.06284199,0.5806544,-0.1035608,-0.0594212,0.6387411,-0.07601681,-0.0748623,0.6173275,CLOSE
0.04432946,-0.02557676,0.5532271,-0.02438881,-0.03613554,0.5538847,-0.04925996,-0.06326255,0.5808282,-0.104027,-0.0593721,0.6385555,-0.07641587,-0.07490347,0.6170819,CLOSE
0.04413056,-0.02512544,0.5530065,-0.02451754,-0.03705101,0.554505,-0.04918009,-0.06370241,0.5813182,-0.1041285,-0.05950854,0.638307,-0.07629422,-0.07508084,0.6170336,CLOSE
0.04433269,-0.02346395,0.5536487,-0.0239303,-0.03807562,0.5570711,-0.04842826,-0.06348754,0.582403,-0.1034435,-0.05913281,0.6386285,-0.07539911,-0.07464567,0.6174437,CLOSE
0.04463449,-0.02325522,0.55327,-0.02400283,-0.03836409,0.5578215,-0.04852849,-0.06358581,0.5827161,-0.1033623,-0.0591617,0.6389568,-0.07536027,-0.0746702,0.6177363,CLOSE
0.04570441,-0.02363514,0.5529941,-0.02338174,-0.03880765,0.5577062,-0.04807242,-0.06402007,0.5824069,-0.1029608,-0.05952172,0.6385805,-0.07494094,-0.07509325,0.6174736,CLOSE
0.04637539,-0.02398909,0.553107,-0.02268695,-0.03910265,0.5575548,-0.04752432,-0.06417037,0.5820274,-0.1025814,-0.05979029,0.6380629,-0.07455598,-0.07530642,0.6170429,CLOSE
0.04575545,-0.02397697,0.5537146,-0.02304648,-0.0389266,0.5574132,-0.04794513,-0.06373172,0.5815212,-0.1029034,-0.05991122,0.6379778,-0.07500373,-0.07532367,0.6167563,CLOSE
0.04396299,-0.02411855,0.5535836,-0.02419695,-0.039558,0.55727,-0.04895351,-0.06402028,0.581112,-0.1036574,-0.06016213,0.6377418,-0.07578678,-0.07572221,0.6163882,CLOSE
0.04244237,-0.02539428,0.5520568,-0.02549271,-0.0402688,0.5563363,-0.05006437,-0.06493364,0.5805482,-0.1045712,-0.06084673,0.6371452,-0.07669455,-0.07649533,0.6157134,CLOSE
0.04197295,-0.02620647,0.5508084,-0.02629114,-0.03996888,0.5549058,-0.05077094,-0.06580571,0.5800092,-0.1052127,-0.06175371,0.636745,-0.07719366,-0.07740422,0.6153659,CLOSE
0.04209229,-0.02695638,0.5501891,-0.02639506,-0.04005282,0.553896,-0.05092573,-0.0665051,0.579525,-0.1054665,-0.06237862,0.6363239,-0.07738975,-0.07804371,0.6151285,CLOSE
0.04183107,-0.02800978,0.5492977,-0.0265745,-0.04073017,0.5527281,-0.05110401,-0.06743155,0.5788751,-0.1057276,-0.06316999,0.635647,-0.07763066,-0.07887074,0.6146777,CLOSE
0.04138153,-0.02817837,0.5492251,-0.02668275,-0.04081876,0.5521907,-0.05119057,-0.06772793,0.5786766,-0.1059433,-0.06342607,0.6353196,-0.07783553,-0.07906353,0.6145023,CLOSE
0.04091046,-0.02862425,0.5490137,-0.02702812,-0.04080902,0.5517919,-0.05153782,-0.06782549,0.5784284,-0.1062179,-0.06359977,0.6351416,-0.07818881,-0.0791819,0.6142719,CLOSE
0.04023455,-0.02891351,0.5494677,-0.02756817,-0.04028238,0.5515401,-0.05213139,-0.06741598,0.5778597,-0.1066905,-0.06392462,0.635048,-0.07876842,-0.07929271,0.6139342,CLOSE
0.03995579,-0.0290434,0.5497301,-0.02786484,-0.04036461,0.5516977,-0.05244581,-0.06734557,0.5775871,-0.1068912,-0.06411142,0.6349637,-0.07904639,-0.0793974,0.6137257,CLOSE
0.03976838,-0.02920573,0.5496684,-0.02817854,-0.04064133,0.5515823,-0.05273782,-0.0675722,0.5773702,-0.1070229,-0.06428169,0.6348363,-0.07924812,-0.07962036,0.6135999,CLOSE
0.03946297,-0.02965005,0.5489718,-0.02890218,-0.0408992,0.5511603,-0.05338252,-0.06805403,0.5771388,-0.107482,-0.0645528,0.634733,-0.07975038,-0.07995027,0.6134544,CLOSE
0.0394707,-0.02983414,0.5487468,-0.02914271,-0.04064186,0.5508307,-0.05362429,-0.06816053,0.5770804,-0.1077041,-0.06463005,0.6346813,-0.07997213,-0.08002457,0.6133711,CLOSE
0.0394015,-0.02976754,0.5486895,-0.02931796,-0.04039197,0.550631,-0.05373589,-0.06824653,0.5772321,-0.1078096,-0.06464908,0.6346698,-0.08005445,-0.08001474,0.6133874,CLOSE
0.03945054,-0.02972521,0.548901,-0.02943439,-0.03938106,0.5500374,-0.05380858,-0.06804536,0.5774001,-0.1079063,-0.06458879,0.6347626,-0.08016361,-0.07987217,0.6135053,CLOSE
0.03914531,-0.02945901,0.5492442,-0.02954268,-0.03889551,0.5495081,-0.05386211,-0.0681503,0.5772501,-0.1081125,-0.06493717,0.6345154,-0.08027893,-0.0800693,0.6132998,CLOSE
0.03822193,-0.02945893,0.549334,-0.03032863,-0.03876328,0.5491828,-0.05455251,-0.06821629,0.5770815,-0.1086351,-0.06527908,0.6345454,-0.08086858,-0.08034239,0.613301,CLOSE
0.03772242,-0.0298263,0.5494294,-0.03104048,-0.03836633,0.5488856,-0.05531497,-0.06794597,0.5767542,-0.1091383,-0.06541841,0.6346889,-0.0815769,-0.08045173,0.6132487,CLOSE
0.03774781,-0.03081034,0.5487949,-0.03176149,-0.03811495,0.5479556,-0.05614004,-0.06813935,0.5758861,-0.109657,-0.06595684,0.6345924,-0.08227324,-0.08104988,0.6129132,CLOSE
0.03823359,-0.03112126,0.5481969,-0.03144312,-0.03876962,0.5479827,-0.05574356,-0.06859608,0.5756253,-0.1092863,-0.06640097,0.6342604,-0.08183415,-0.08140025,0.6125298,CLOSE
0.03905803,-0.03117026,0.5477359,-0.03079698,-0.03967704,0.5487401,-0.0550348,-0.06878348,0.57585,-0.1086678,-0.06626122,0.6342639,-0.08116154,-0.08122969,0.6125522,CLOSE
0.04007747,-0.03093029,0.5474597,-0.02975345,-0.04039041,0.5495222,-0.0539977,-0.06898767,0.5762874,-0.1079536,-0.06604429,0.6341578,-0.0802656,-0.08099153,0.6126518,CLOSE
0.04151515,-0.02982982,0.547584,-0.02830834,-0.04006837,0.5510401,-0.05266989,-0.06837256,0.5774239,-0.1071584,-0.06516619,0.6346431,-0.07921558,-0.08000675,0.6132821,CLOSE
0.04220308,-0.02823207,0.5486742,-0.0272514,-0.03999496,0.553345,-0.05168439,-0.06724308,0.5785449,-0.1064041,-0.06406947,0.6352391,-0.07840972,-0.07877455,0.6137903,CLOSE
0.04273605,-0.02744605,0.5496898,-0.02659488,-0.03990338,0.5551718,-0.05114576,-0.06612687,0.5792964,-0.1057379,-0.06288008,0.6359739,-0.07792469,-0.07761383,0.6143047,CLOSE
0.04351653,-0.02721749,0.5504107,-0.02595371,-0.03962839,0.5565121,-0.0506565,-0.06532084,0.5798101,-0.1050707,-0.06184613,0.6366562,-0.0774516,-0.07659876,0.6147442,CLOSE
0.04440754,-0.02670283,0.5508271,-0.02520463,-0.03906276,0.5573271,-0.05005644,-0.06490157,0.5802225,-0.1044846,-0.06120099,0.6370948,-0.07693163,-0.07592196,0.6151019,CLOSE
0.04505268,-0.02655859,0.5514315,-0.02481343,-0.0381378,0.557005,-0.04979676,-0.06448645,0.5802176,-0.1041272,-0.06098284,0.6375666,-0.07667606,-0.07570896,0.6155212,CLOSE
0.04529463,-0.0260074,0.5521892,-0.02487541,-0.03703885,0.5568256,-0.04990002,-0.06365985,0.5802507,-0.1041147,-0.06068914,0.6383538,-0.0767358,-0.07536972,0.6161349,CLOSE
0.04601342,-0.0268643,0.5522046,-0.02455681,-0.0368886,0.556092,-0.04972887,-0.06349751,0.5795001,-0.1038832,-0.0608209,0.6384465,-0.07661545,-0.0755581,0.6160679,CLOSE
0.04657564,-0.02762892,0.5525135,-0.02363736,-0.03739612,0.5556163,-0.04892438,-0.06362296,0.5788338,-0.1033172,-0.06095397,0.6377793,-0.07605168,-0.07572283,0.6155028,CLOSE
0.04631753,-0.0282016,0.5529576,-0.02332464,-0.03785244,0.5552151,-0.0486733,-0.06360974,0.5779841,-0.1030693,-0.06125776,0.6373659,-0.07586895,-0.07601269,0.6150644,CLOSE
0.0458112,-0.02842094,0.5533482,-0.02298171,-0.03847222,0.5552012,-0.04840497,-0.06353644,0.5773824,-0.102952,-0.06143134,0.6370279,-0.0757335,-0.07621453,0.6147541,CLOSE
0.045286,-0.02856624,0.5527229,-0.02271295,-0.03979963,0.5554508,-0.04802481,-0.06416178,0.5771208,-0.1025775,-0.06192945,0.6365772,-0.07526202,-0.07677482,0.6143805,CLOSE
