pTHUMB_BONE3_X,pTHUMB_BONE3_Y,pTHUMB_BONE3_Z,pINDEX_BONE3_X,pINDEX_BONE3_Y,pINDEX_BONE3_Z,pMIDDLE_BONE3_X,pMIDDLE_BONE3_Y,pMIDDLE_BONE3_Z,pRING_BONE3_X,pRING_BONE3_Y,pRING_BONE3_Z,pPINKY_BONE3_X,pPINKY_BONE3_Y,pPINKY_BONE3_Z,THUMB_INDEX_ANGLE,INDEX_MIDDLE_ANGLE,MIDDLE_RING_ANGLE,RING_PINKY_ANGLE,target
-0.8132028,0.02846933,-0.1339808,-0.363428,0.8557674,0.2656913,-0.1147842,0.9064462,0.4511791,0.4054677,0.5217136,0.5637414,0.1422658,0.8243779,0.4950007,0.3565371,0.9512411,0.7691055,0.9082659,FIVE
-0.8151693,0.02636952,-0.1479454,-0.3602584,0.8561013,0.2732409,-0.1050033,0.905826,0.4573762,0.4097464,0.5285182,0.5532668,0.1487045,0.8217832,0.4987169,0.3436936,0.9499694,0.7778797,0.9134458,FIVE
-0.8245917,0.007361769,-0.1353174,-0.3658053,0.8465243,0.3066433,-0.0935956,0.8964851,0.4837784,0.416395,0.5271378,0.5470764,0.1589274,0.8088145,0.5188023,0.3280069,0.9470133,0.7878822,0.920092,FIVE
-0.8292513,-0.01721388,-0.1204467,-0.3800418,0.8364618,0.3210197,-0.1028459,0.8948365,0.4887451,0.4057609,0.5408393,0.5381049,0.1490002,0.8113868,0.5186585,0.3213081,0.947,0.7963841,0.924394,FIVE
-0.8299836,-0.05666401,-0.1294987,-0.4118028,0.8331513,0.2822466,-0.1329961,0.9150544,0.4393907,0.3734719,0.5863313,0.5098515,0.1139948,0.841578,0.476101,0.315534,0.9465071,0.8054563,0.9278113,FIVE
-0.7906184,-0.07431107,-0.1482065,-0.4298792,0.7703686,0.2585897,-0.159934,0.8602559,0.3998735,0.3434395,0.5559465,0.4856877,0.08395162,0.7866311,0.4532277,0.328963,0.9439822,0.7883948,0.9245008,FIVE
-0.7731805,-0.1089692,-0.1829831,-0.4678167,0.7523019,0.2087405,-0.214234,0.8549179,0.3545175,0.3107789,0.5708719,0.4769728,0.0342204,0.7888837,0.4286902,0.3309021,0.9453529,0.7710846,0.9186677,FIVE
-0.7623496,-0.1187315,-0.1990659,-0.4693349,0.751982,0.1653448,-0.2262749,0.8559129,0.3176208,0.2989256,0.5826689,0.4610378,0.01765343,0.7952337,0.3983891,0.3279069,0.9460232,0.766653,0.9155425,FIVE
-0.7472864,-0.1017181,-0.2206147,-0.4760487,0.7414854,0.1658109,-0.2476741,0.8425273,0.3231105,0.274923,0.5750346,0.4787854,-0.00720519,0.783363,0.410042,0.3459572,0.9489998,0.7656005,0.9147753,FIVE
-0.7398415,-0.1166312,-0.2309178,-0.4899229,0.7176668,0.1879751,-0.2656172,0.818659,0.3499795,0.2509527,0.5564105,0.5090263,-0.0355305,0.760864,0.4385734,0.3377642,0.9484558,0.7678401,0.9128521,FIVE
-0.7351912,-0.1199509,-0.227557,-0.4891727,0.6956818,0.2258096,-0.2709729,0.7840699,0.4004126,0.2347772,0.5136179,0.5561022,-0.05434246,0.7222574,0.487791,0.3280066,0.9480534,0.7694543,0.9094939,FIVE
-0.7334759,-0.1168248,-0.2215465,-0.4874396,0.6835651,0.2510037,-0.2713462,0.7626808,0.4324422,0.2280656,0.4892188,0.5787364,-0.06149679,0.698577,0.5163708,0.3269576,0.9476808,0.7730871,0.9091358,FIVE
-0.7341852,-0.09903317,-0.1883756,-0.475887,0.6792442,0.2755986,-0.2597615,0.7495995,0.4566662,0.2269423,0.4661102,0.5919511,-0.05134873,0.6813433,0.5359499,0.344589,0.948294,0.7785363,0.9120014,FIVE
-0.7302804,-0.06551088,-0.1606139,-0.4592636,0.7030724,0.2399061,-0.2496107,0.7678542,0.4239029,0.2263254,0.4740839,0.5780967,-0.0382725,0.6937279,0.5124129,0.382576,0.9494506,0.7757462,0.9141265,FIVE
-0.727744,-0.05941075,-0.1602537,-0.448049,0.7108138,0.2294161,-0.2408737,0.773341,0.4156532,0.2280769,0.4722789,0.5794155,-0.03386397,0.6971026,0.5071796,0.3794608,0.9495801,0.7745916,0.9126594,FIVE
-0.7346241,-0.06725073,-0.171306,-0.4358228,0.7048701,0.2543716,-0.2204193,0.762341,0.4408682,0.2461915,0.4493523,0.5937125,-0.01527636,0.6846209,0.5260203,0.3490983,0.9473877,0.7726059,0.9099102,FIVE
-0.739614,-0.06296533,-0.1820959,-0.4200431,0.7103093,0.2602999,-0.1995182,0.7664411,0.4420066,0.2708399,0.4494748,0.584845,0.008322423,0.6888371,0.5216339,0.3304574,0.9470811,0.7702907,0.9086356,FIVE
