1.371109,336.0876,1.434486,185.915,-2.03834,131.0968,1.36555,329.5252,1.451591,194.9949,-2.072129,126.932,1.35981,329.1913,1.464539,195.5152,-2.093257,126.668,1.35451,298.1307,1.516079,228.3344,-2.042012,37.03036,1.34274,304.649,1.541638,236.5975,-2.051317,29.9615,1.333031,313.174,1.555949,243.5697,-2.056966,24.51866,1.352616,293.0439,1.523282,257.4622,-2.017625,1.388408,1.338151,300.8989,1.553702,257.8299,-2.020798,1.060097,1.32662,309.857,1.570882,258.0871,-2.023259,0.8498122,1.350805,299.516,1.510128,316.6424,-1.970029,295.1546,1.341516,303.6377,1.530946,303.4816,-1.961777,306.3879,1.333061,309.2595,1.544055,292.5544,-1.95728,315.1974,1.352661,291.9612,1.519949,275.3525,-1.993915,340.8778,1.33926,299.5231,1.548948,270.1148,-1.993211,345.6069,1.328229,307.1994,1.566198,266.885,-1.993469,348.3108,FIVE
1.334182,348.751,1.402591,203.7368,-2.039433,113.4757,1.317338,345.929,1.410895,210.6332,-2.073315,111.9578,1.303964,344.2569,1.417467,215.0507,-2.094372,110.8259,1.297924,311.3752,1.479211,242.1945,-2.046285,30.60634,1.279716,314.7413,1.501403,244.9904,-2.055463,28.56253,1.267107,322.04,1.513835,249.9386,-2.060768,25.26897,1.298135,305.229,1.488762,260.9962,-2.022472,7.165425,1.277873,308.8457,1.516396,261.7173,-2.025578,6.589754,1.263855,316.6429,1.532139,262.9507,-2.027485,5.681893,1.305993,307.2111,1.480103,307.8721,-1.973543,317.7771,1.29334,312.4199,1.499237,301.1433,-1.964581,322.9534,1.282856,319.9331,1.510707,293.9857,-1.959106,327.9233,1.30243,302.8094,1.488143,272.134,-1.998836,354.3391,1.284029,307.2802,1.514911,271.401,-1.998245,354.9398,1.270503,315.5585,1.530688,270.3798,-1.99802,355.7074,FIVE
1.334425,358.07,1.374675,211.7224,-2.045231,109.2018,1.313623,357.4256,1.376153,213.5782,-2.077949,109.1289,1.298551,355.2552,1.377699,219.9136,-2.098578,108.724,1.293384,311.8186,1.450567,242.6525,-2.053169,35.72988,1.274943,315.8386,1.472351,246.6104,-2.062106,32.8723,1.261994,323.5933,1.48438,252.6847,-2.067,28.93364,1.295838,303.6577,1.461984,259.4929,-2.030262,15.04936,1.276319,308.501,1.489795,261.5744,-2.033591,13.3655,1.262314,317.9797,1.505326,264.5789,-2.035336,11.16904,1.307968,307.6434,1.456043,310.3576,-1.981072,324.5508,1.295311,316.1675,1.474566,302.2703,-1.971478,330.5909,1.284119,327.4339,1.484742,294.946,-1.965388,335.1461,1.302249,301.3137,1.463004,270.9605,-2.007054,2.488193,1.284214,308.4836,1.489692,271.46,-2.006684,2.077737,1.270085,320.7271,1.504634,272.0294,-2.00626,1.669971,FIVE
1.37305,355.5866,1.381875,202.8633,-2.059227,111.1725,1.357683,354.9309,1.38502,204.568,-2.094522,111.0315,1.346023,352.1968,1.387757,211.8692,-2.116891,110.2118,1.336552,305.475,1.459857,231.0292,-2.06942,39.94058,1.322071,310.8553,1.483417,237.6595,-2.080096,34.71966,1.310994,319.0471,1.496455,244.928,-2.086256,29.55909,1.33687,297.7839,1.470506,248.7012,-2.046545,18.11519,1.32073,304.954,1.499674,252.7468,-2.052291,14.65379,1.308143,314.932,1.515866,256.3998,-2.055809,11.84202,1.342989,302.563,1.463126,310.5714,-1.996203,317.5483,1.331573,311.5899,1.482776,299.0017,-1.987944,326.8189,1.320763,323.7054,1.493758,289.5808,-1.983101,333.2091,1.340599,295.2615,1.470761,261.8657,-2.022851,3.82336,1.32531,304.8048,1.498692,262.9773,-2.0249,2.857657,1.312327,317.3541,1.514351,263.8219,-2.026409,2.217155,FIVE
1.400694,347.5785,1.397843,190.0712,-2.066583,120.1836,1.392906,344.7319,1.406816,195.2326,-2.103028,118.9448,1.385419,341.0889,1.414073,202.424,-2.125905,116.8275,1.374717,298.0397,1.47892,216.2516,-2.076297,47.41018,1.364985,304.8101,1.504237,228.0451,-2.087477,37.31933,1.35604,314.4524,1.51828,238.0016,-2.094299,29.61618,1.373127,290.4254,1.488195,235.2558,-2.053505,23.01196,1.361503,300.0309,1.518782,243.1761,-2.060521,15.82008,1.350892,311.3604,1.535754,247.9594,-2.065377,11.91556,1.372068,293.9468,1.478498,314.6681,-2.003936,302.1301,1.363407,302.4322,1.499895,294.3375,-1.997617,320.1397,1.353992,314.786,1.512492,280.8047,-1.994724,330.7947,1.373715,287.1395,1.486953,252.02,-2.029685,4.600264,1.362591,298.8793,1.516297,253.9594,-2.033085,2.805774,1.351637,312.265,1.532988,254.9264,-2.036137,2.013542,FIVE
1.404531,340.1741,1.41271,177.7733,-2.064987,134.8226,1.404642,335.3702,1.426752,183.1797,-2.100265,132.7743,1.402652,331.4721,1.437715,188.0723,-2.122422,130.5836,1.388587,296.8635,1.494176,207.9635,-2.074543,53.76209,1.380823,303.2892,1.519455,221.9695,-2.086209,41.60778,1.373242,310.5745,1.533786,231.3616,-2.093466,34.07886,1.386088,289.692,1.502819,226.7514,-2.052091,28.21173,1.375716,300.4838,1.533003,237.6406,-2.060232,18.30083,1.365767,310.5349,1.549756,242.6729,-2.065988,14.18772,1.381545,287.383,1.49319,314.9247,-2.003827,293.8835,1.375016,294.3449,1.51546,288.6907,-1.999489,318.4952,1.367589,303.8148,1.529342,274.9008,-1.998019,330.6011,1.38484,285.6434,1.501097,244.2123,-2.028343,8.354508,1.374903,298.2423,1.530219,248.0753,-2.032721,4.749422,1.365016,307.866,1.547129,249.371,-2.03658,3.659457,FIVE
1.377444,340.2084,1.421604,177.2435,-2.04535,136.8884,1.377707,334.3574,1.435818,183.4268,-2.080394,134.4959,1.375815,331.1637,1.447004,187.1921,-2.102311,132.7703,1.358811,307.1746,1.499944,220.1098,-2.059577,44.78779,1.346153,314.0373,1.52211,229.339,-2.072806,37.76188,1.336108,319.615,1.534329,234.8623,-2.080725,33.97668,1.355992,300.947,1.509581,236.3752,-2.037429,21.02409,1.339905,311.8094,1.536441,242.5035,-2.047083,16.06656,1.327071,319.809,1.550754,245.4937,-2.053399,13.97745,1.35363,290.5919,1.503543,290.8426,-1.989266,317.8029,1.344532,299.4305,1.525078,276.0459,-1.98693,331.2652,1.335946,307.2457,1.53829,269.1671,-1.98656,337.028,1.355434,296.6851,1.509349,245.9058,-2.013873,8.259636,1.340611,308.8617,1.535761,248.6934,-2.020103,5.902637,1.328238,316.0204,1.5506,249.7179,-2.024817,5.145566,FIVE
1.330189,344.8828,1.422779,196.4009,-2.006949,124.8455,1.317824,338.9871,1.434154,205.7884,-2.040871,121.9334,1.30686,335.9757,1.443717,211.2345,-2.06151,119.8651,1.302511,314.7941,1.498642,236.9232,-2.018569,37.09182,1.283778,322.3377,1.518571,243.8983,-2.029547,32.46145,1.270098,330.2079,1.52881,249.5524,-2.035532,29.3086,1.30263,307.7053,1.508877,253.3972,-1.995826,13.86505,1.281438,316.056,1.534359,256.2354,-2.001679,11.74856,1.266213,323.061,1.548022,258.0511,-2.005193,10.56569,1.309186,299.202,1.503598,296.0328,-1.948347,323.7067,1.2973,307.7738,1.523998,286.28,-1.943533,331.8681,1.286881,315.8641,1.536091,280.3948,-1.94107,336.2618,1.306309,303.5947,1.509234,260.1359,-1.973067,3.892642,1.287431,312.6104,1.534601,261.0358,-1.976218,3.184469,1.273016,320.2762,1.548837,261.5922,-1.978429,2.794474,FIVE
1.30152,344.4983,1.430025,219.163,-1.965459,115.1399,1.276914,340.9969,1.44113,227.4136,-1.99243,112.6863,1.258461,337.8192,1.449945,236.1712,-2.007409,109.5982,1.272255,312.7889,1.507324,253.9114,-1.963855,30.61016,1.251538,322.1118,1.527823,260.7108,-1.968792,25.99206,1.236408,334.4784,1.537639,267.2429,-1.970482,22.53432,1.278948,303.1956,1.516351,278.2642,-1.939568,1.59962,1.259455,309.7787,1.543838,278.5511,-1.936698,1.367624,1.245201,320.1679,1.558818,278.8723,-1.934519,1.138222,1.295954,303.3581,1.505716,320.227,-1.895783,313.7041,1.286045,311.0117,1.525296,308.9532,-1.885613,322.7171,1.27658,320.1638,1.5367,300.2624,-1.879098,328.8251,1.288083,300.0521,1.514511,287.0371,-1.918411,350.0933,1.27153,306.8949,1.541398,285.0557,-1.913606,351.7499,1.258479,317.702,1.556748,282.9537,-1.910329,353.3116,FIVE
1.314816,342.7931,1.444918,228.0014,-1.950062,111.0384,1.2874,341.8505,1.456423,230.6259,-1.973871,110.241,1.268898,341.8479,1.464271,230.6267,-1.989056,110.2396,1.289204,308.9836,1.523362,261.1001,-1.940973,26.59584,1.269347,320.4167,1.544741,268.3205,-1.943044,21.43488,1.254498,333.6448,1.554812,274.0042,-1.942815,18.32032,1.299248,299.0127,1.530752,294.2266,-1.916228,350.3185,1.283079,306.2809,1.559263,292.1421,-1.909247,352.077,1.270677,316.179,1.575007,290.2455,-1.904413,353.5095,1.319137,304.7057,1.516018,334.3728,-1.87543,304.5952,1.311952,310.5182,1.535267,322.7454,-1.863046,313.8304,1.304522,317.6373,1.54687,313.3065,-1.854789,320.6327,1.31029,296.5315,1.52705,305.4262,-1.896344,336.6588,1.297643,302.0604,1.554848,300.9997,-1.887959,340.5252,1.287269,311.3236,1.57128,296.1168,-1.882262,344.4554,FIVE
