1.616934,300.6005,1.485546,198.0229,-1.824521,37.83278,1.609699,305.1156,1.51817,203.9196,-1.843864,32.87423,1.601247,321.9811,1.536967,216.8951,-1.858383,23.34818,1.610695,276.6845,1.56192,328.7421,-1.81072,197.7936,1.609327,274.0828,1.591593,196.3345,-1.809555,330.0248,1.609159,280.0831,1.60978,177.9691,-1.811617,348.2771,1.583329,292.396,1.559742,277.3949,-1.814385,244.5974,1.571031,290.1879,1.591403,254.6915,-1.814486,265.7914,1.564735,293.0378,1.610946,219.7475,-1.818149,298.4234,1.559847,322.3205,1.529602,166.9678,-1.838945,327.7307,1.565908,338.6035,1.542398,156.3905,-1.858517,332.9951,1.573522,0.9061042,1.54547,145.4366,-1.872299,334.9909,1.563904,299.1533,1.548053,242.4923,-1.823992,274.0698,1.551913,305.4104,1.575424,208.5915,-1.834722,303.0108,1.546198,305.4104,1.592224,208.5915,-1.845208,303.0108,THREE
1.624441,299.7611,1.48588,200.8266,-1.825279,36.51874,1.616186,305.4766,1.518621,207.848,-1.843958,30.59519,1.606434,325.41,1.536862,221.2486,-1.858169,21.0275,1.619753,273.2186,1.562178,343.893,-1.811125,183.8062,1.619673,276.414,1.59191,169.5931,-1.811275,358.0882,1.620236,283.3403,1.609969,168.5938,-1.814173,359.0745,1.592277,289.8986,1.560341,274.3714,-1.8139,248.0846,1.581213,288.4085,1.592468,252.023,-1.814576,269.2262,1.575327,290.0672,1.6123,226.8511,-1.817767,293.0361,1.567668,322.0109,1.530234,166.6272,-1.837306,330.0286,1.57564,8.145313,1.538673,143.5703,-1.856273,336.5634,1.585615,30.2504,1.533585,132.6201,-1.867672,332.8845,1.572645,298.3288,1.548578,236.1955,-1.823428,280.5191,1.56087,301.3653,1.576563,218.0288,-1.833716,296.3143,1.554698,304.5002,1.593915,208.2361,-1.842906,304.5423,THREE
1.628665,300.023,1.488207,199.7568,-1.828585,36.73742,1.620211,307.8389,1.520521,208.8132,-1.847796,29.20087,1.609839,328.6093,1.537902,221.5953,-1.862577,20.52384,1.622748,271.2144,1.564461,214.9917,-1.815963,311.807,1.622743,279.1905,1.594149,172.4087,-1.817994,354.3241,1.62334,286.1997,1.612041,169.9224,-1.82178,356.7542,1.595689,288.8964,1.562429,261.7699,-1.819225,259.0057,1.585194,288.6359,1.594664,244.0408,-1.821985,275.806,1.579502,290.2499,1.614471,225.5201,-1.825777,293.2891,1.571051,321.3668,1.531822,166.8549,-1.841455,328.7185,1.579263,13.02902,1.539671,140.1882,-1.859911,335.397,1.589603,36.73276,1.533131,126.7429,-1.870087,329.5951,1.576227,299.5501,1.55006,229.4842,-1.828586,285.4528,1.564757,301.5711,1.577817,218.6645,-1.839979,294.7781,1.558656,306.0012,1.595021,205.1547,-1.849428,306.0308,THREE
1.629169,300.7096,1.48955,197.9014,-1.830602,37.84091,1.621071,308.9621,1.521538,207.5641,-1.850469,29.88315,1.610951,328.6332,1.538731,220.0379,-1.865713,21.5255,1.6226,273.361,1.565888,190.6171,-1.819483,335.2763,1.622616,280.5404,1.595503,173.5058,-1.822535,352.2967,1.623223,287.5985,1.613298,170.366,-1.82675,355.3481,1.595774,288.8386,1.563761,254.5215,-1.82311,265.1486,1.585557,289.0274,1.595975,239.5824,-1.827042,279.2879,1.580027,291.0966,1.615711,221.137,-1.831391,296.6344,1.571107,321.1029,1.532902,167.3096,-1.844759,327.3205,1.579216,9.986477,1.541261,140.6926,-1.86331,334.7426,1.589719,31.72871,1.535726,128.7314,-1.874009,330.3922,1.576289,300.2077,1.551132,227.59,-1.832178,286.4807,1.564959,302.3471,1.578688,216.9135,-1.84418,295.6143,1.558937,306.4154,1.595768,204.7917,-1.85392,305.6366,THREE
1.627844,301.2618,1.491997,196.5276,-1.833544,38.31011,1.620063,309.7349,1.523739,206.4338,-1.853909,30.21637,1.610188,328.8387,1.54077,218.7036,-1.869525,22.08308,1.621363,274.0237,1.568471,185.9927,-1.823377,338.9406,1.621501,281.175,1.59805,172.3157,-1.826772,352.5248,1.622222,288.3463,1.615792,169.3425,-1.831184,355.4055,1.594653,288.7188,1.566405,251.6679,-1.827402,267.0988,1.584648,289.0114,1.598635,237.7288,-1.831761,280.296,1.579301,291.5756,1.618347,217.4385,-1.836397,299.3553,1.569921,320.1104,1.535726,167.418,-1.848934,326.8178,1.57786,5.509214,1.544967,142.108,-1.867526,335.0462,1.588321,27.65327,1.540578,130.6348,-1.878771,331.6997,1.57514,300.063,1.553801,227.2741,-1.836384,286.1921,1.564008,302.4802,1.581367,215.3663,-1.848522,296.382,1.5581,305.7876,1.598485,205.3925,-1.858298,304.6476,THREE
1.626834,301.4108,1.493377,195.8194,-1.834635,38.50782,1.619217,310.1254,1.525021,205.98,-1.855198,30.23239,1.609436,329.0344,1.541956,218.1189,-1.87099,22.23629,1.620658,273.4466,1.569954,189.6376,-1.824591,334.8367,1.620748,280.9801,1.599553,172.0873,-1.827748,352.2873,1.621485,288.2601,1.617306,168.9589,-1.832109,355.3205,1.594014,288.605,1.568002,252.6122,-1.828875,265.8211,1.584059,288.8807,1.600256,237.1345,-1.833136,280.4872,1.578822,291.6902,1.61997,215.7516,-1.83786,300.5777,1.569225,319.3875,1.537622,167.4831,-1.850642,326.6674,1.577092,4.005915,1.547242,142.4646,-1.86916,335.2815,1.587541,26.51647,1.543216,131.0682,-1.880537,332.2135,1.574481,299.7551,1.555537,227.8558,-1.837979,285.4256,1.563406,302.3164,1.583174,214.9457,-1.849984,296.5027,1.557581,305.5234,1.600334,205.2292,-1.859742,304.5749,THREE
1.626299,301.2429,1.49434,195.5685,-1.836262,39.3046,1.618662,310.3732,1.525977,206.4075,-1.856795,30.47752,1.608683,329.5735,1.542785,218.7682,-1.872576,22.39691,1.620555,272.87,1.570953,192.9127,-1.825973,332.0852,1.620615,280.7149,1.600571,172.1461,-1.828882,352.7565,1.621328,287.989,1.618345,169.1689,-1.833163,355.6468,1.593904,288.4486,1.569147,253.613,-1.830168,265.381,1.584019,288.808,1.601424,236.1552,-1.834348,281.9373,1.578858,291.7899,1.621139,214.995,-1.839156,301.817,1.568827,319.6176,1.538933,167.7142,-1.851851,326.9583,1.576636,5.007476,1.548354,142.5702,-1.870419,335.3592,1.587016,27.51736,1.544057,131.1029,-1.88176,332.0749,1.574322,299.7155,1.556798,227.3525,-1.839311,286.3851,1.563333,302.3273,1.584441,214.7338,-1.851388,297.2134,1.55758,305.9437,1.601564,204.269,-1.861239,305.8871,THREE
1.626563,301.1223,1.495595,195.1107,-1.837531,38.86525,1.618838,311.567,1.527051,206.9675,-1.858218,29.2634,1.608482,331.9346,1.543278,219.1789,-1.87429,21.56499,1.620176,273.1492,1.572134,201.3667,-1.82741,322.9297,1.620006,281.0705,1.601735,174.0875,-1.830437,350.0693,1.620621,288.0952,1.619491,170.158,-1.834812,353.8795,1.593623,288.9147,1.570179,252.7955,-1.831969,265.4644,1.583619,289.446,1.602354,233.2781,-1.836538,283.9177,1.578483,292.5063,1.621983,213.5009,-1.841718,302.4141,1.568985,319.5803,1.539865,167.4518,-1.853943,326.2634,1.576965,5.326769,1.549245,141.545,-1.872395,334.8716,1.587551,28.27297,1.54481,129.5052,-1.883462,331.309,1.574308,300.0278,1.557741,226.4839,-1.841393,286.3873,1.563393,302.6265,1.585296,213.9933,-1.853736,297.0711,1.557741,306.3772,1.602347,203.2271,-1.863764,305.9567,THREE
1.62733,299.6976,1.497912,194.615,-1.839359,36.85383,1.619403,313.5328,1.529312,208.5635,-1.859791,25.55657,1.608305,336.394,1.54446,219.8678,-1.87627,18.92123,1.620049,272.9575,1.57409,210.5198,-1.828153,311.6852,1.619757,280.7167,1.603707,173.9996,-1.830988,348.0406,1.620381,287.244,1.62151,169.3794,-1.835186,352.5314,1.593804,288.8135,1.57209,253.0825,-1.833615,262.7406,1.583925,289.1292,1.604301,232.1882,-1.838163,282.523,1.578954,291.7197,1.623996,213.3715,-1.843282,300.1805,1.570063,317.9717,1.54216,165.6571,-1.856961,325.9762,1.578634,5.110366,1.551905,138.9926,-1.8748,335.3362,1.589686,29.09986,1.547406,126.5997,-1.885322,331.5964,1.575174,298.9659,1.559806,224.5889,-1.843989,285.5916,1.565142,301.8553,1.587631,210.3509,-1.856442,297.8907,1.56026,305.8254,1.604817,199.2088,-1.866637,307.1598,THREE
1.627561,298.7466,1.499998,193.8135,-1.841016,35.58528,1.61963,315.2275,1.531275,209.1053,-1.86139,23.21766,1.608121,340.2345,1.545462,219.9029,-1.878294,17.30058,1.62002,273.19,1.575972,210.545,-1.829341,309.8996,1.619736,281.189,1.605568,172.9642,-1.832324,347.2902,1.620453,287.4734,1.623345,168.2901,-1.836624,351.8257,1.594111,288.6413,1.57408,250.626,-1.835686,263.1353,1.584528,289.0349,1.606318,229.3092,-1.840644,283.3345,1.579792,291.4288,1.626035,211.8876,-1.845921,299.6997,1.570839,316.6843,1.54463,164.5071,-1.85983,325.4449,1.579785,4.577517,1.554714,137.1396,-1.877196,335.5433,1.591189,28.83601,1.550327,124.7737,-1.887373,331.8943,1.575934,298.3466,1.561978,222.172,-1.846663,285.8419,1.566692,301.5086,1.589945,206.9318,-1.859385,299.0743,1.562441,305.4908,1.607198,196.1049,-1.869751,308.1164,THREE
