pTHUMB_BONE3_X,rTHUMB_BONE3_X,pTHUMB_BONE3_Y,rTHUMB_BONE3_Y,pTHUMB_BONE3_Z,rTHUMB_BONE3_Z,pINDEX_BONE3_X,rINDEX_BONE3_X,pINDEX_BONE3_Y,rINDEX_BONE3_Y,pINDEX_BONE3_Z,rINDEX_BONE3_Z,pMIDDLE_BONE3_X,rMIDDLE_BONE3_X,pMIDDLE_BONE3_Y,rMIDDLE_BONE3_Y,pMIDDLE_BONE3_Z,rMIDDLE_BONE3_Z,pRING_BONE3_X,rRING_BONE3_X,pRING_BONE3_Y,rRING_BONE3_Y,pRING_BONE3_Z,rRING_BONE3_Z,pPINKY_BONE3_X,rPINKY_BONE3_X,pPINKY_BONE3_Y,rPINKY_BONE3_Y,pPINKY_BONE3_Z,rPINKY_BONE3_Z,target
-0.04306841,359.4675,-0.05288267,349.2405,0.02901292,116.6446,-0.01705599,359.5724,-0.03787959,145.3367,0.02902913,140.6912,-0.004938602,357.4932,-0.03379333,148.0532,0.03169811,151.0973,0.01625967,4.397087,-0.007033587,149.1294,0.03678346,165.8443,0.008500099,0.2905327,-0.02242494,150.533,0.03343832,156.5233,CLOSE
-0.04060078,358.1059,-0.0455333,354.4738,0.03790796,110.3726,-0.02047205,7.758244,-0.03835392,150.0862,0.02991378,147.7603,-0.007371426,3.335914,-0.03524947,150.1937,0.03182054,157.3785,0.0169816,8.029288,-0.009514332,151.7256,0.03558373,171.8534,0.008288383,2.404862,-0.02371216,151.037,0.03216815,161.9324,CLOSE
-0.04158926,359.1832,-0.03379464,357.841,0.0410378,95.14678,-0.03125525,10.66616,-0.03461647,151.4337,0.02628767,162.4771,-0.017735,8.356117,-0.0360837,148.013,0.02982938,171.1008,0.01309729,12.63338,-0.01618588,148.6753,0.03492868,184.7264,0.001236916,7.715293,-0.02736032,148.7244,0.02945364,175.6931,CLOSE
-0.05336285,50.66951,-0.001049519,341.5281,0.01784194,26.45692,-0.05219316,12.18293,0.009748936,147.7334,-0.001746774,239.4275,-0.05068684,15.7449,-0.003860235,148.9809,-0.0005391836,249.2507,-0.02948952,0.5735149,-0.02423668,153.5232,0.01305473,266.029,-0.03785706,8.508278,-0.01703501,148.1051,0.001482129,254.327,CLOSE
-0.05566788,54.58551,-0.003101587,323.4955,0.009824634,15.03299,-0.04776621,11.80137,0.01542044,140.5376,-0.01024735,248.0038,-0.04935694,14.64783,0.002217054,142.5879,-0.008591771,258.0646,-0.03678703,359.0248,-0.0215584,153.9013,0.006640553,274.2859,-0.04164743,6.798983,-0.01188135,144.4504,-0.005591035,263.6337,CLOSE
-0.05229473,50.05982,-0.02075183,327.7054,-0.001136184,41.36544,-0.03878403,9.589506,0.002233028,113.1273,-0.02785397,228.9093,-0.0402298,13.46267,-0.009844303,114.5855,-0.02220953,238.7292,-0.03705978,5.226409,-0.0268054,141.7004,0.002832174,258.2507,-0.03531504,9.061419,-0.02119207,122.9897,-0.01345539,246.0248,CLOSE
-0.04628277,41.57622,-0.03329098,328.5695,0.0004454851,58.77781,-0.03502893,8.379012,-0.01378131,94.44627,-0.02994049,209.6428,-0.03514862,5.784979,-0.02220297,100.6356,-0.02398515,221.9666,-0.03647041,9.178027,-0.03302276,133.9622,0.006616831,240.9036,-0.03086901,5.026016,-0.03080189,110.8859,-0.01200068,228.585,CLOSE
-0.0400753,37.79118,-0.04071832,331.5644,0.0001535416,76.97331,-0.02772713,358.7862,-0.02538323,86.82097,-0.03116393,199.5561,-0.02642298,357.1869,-0.03313839,92.9816,-0.02399611,210.6507,-0.02702236,2.061817,-0.03731036,118.7638,0.007186413,225.6872,-0.02260923,358.7502,-0.03832459,101.9714,-0.00963819,215.6809,CLOSE
-0.03752804,36.69854,-0.04296994,327.0313,-0.00259459,82.7457,-0.02216244,353.9348,-0.02975523,87.74654,-0.03485799,196.7378,-0.01931667,352.9917,-0.0373565,86.70377,-0.02474928,206.6908,-0.02135754,353.4422,-0.03742492,107.6013,0.006638288,220.2739,-0.01676321,352.4693,-0.03991425,94.61078,-0.009313107,211.179,CLOSE
-0.03718662,37.21222,-0.04230344,326.3974,-0.003189564,82.51946,-0.02161121,353.357,-0.03080904,89.66607,-0.03569448,196.448,-0.01691341,351.019,-0.03781331,85.82206,-0.02462745,206.4567,-0.01906204,350.6253,-0.03755307,105.419,0.006484389,219.6774,-0.01486826,350.7484,-0.04025471,93.23804,-0.009052277,210.7394,CLOSE
-0.03595495,36.50174,-0.0436877,326.7119,-0.003301978,85.9959,-0.02086878,353.022,-0.03393364,90.64698,-0.03464472,194.1111,-0.01486683,348.8968,-0.0396179,86.46509,-0.02319789,204.3108,-0.01682091,347.8023,-0.03780699,104.1556,0.008147597,217.0847,-0.01211596,348.9646,-0.04116583,92.08015,-0.006923318,208.3785,CLOSE
-0.03618717,35.88589,-0.04324925,323.9764,-0.005475998,86.20997,-0.0191226,351.6449,-0.03461134,88.28348,-0.03488803,193.3677,-0.01281786,347.393,-0.03965223,84.01921,-0.02301812,203.6478,-0.016922,350.9608,-0.03866851,101.356,0.008152723,216.1526,-0.0106554,350.681,-0.04195797,86.63386,-0.005520582,207.6,CLOSE
-0.03685522,35.53717,-0.04273427,324.9951,-0.006306648,86.37917,-0.01830387,349.5208,-0.03262913,87.57212,-0.03448904,193.8151,-0.01256847,347.7283,-0.03884017,83.85157,-0.02285743,203.9628,-0.01772594,355.9181,-0.03947508,102.4375,0.007786989,216.5533,-0.01119757,352.8677,-0.04227686,87.61082,-0.005983829,207.8134,CLOSE
-0.04237795,33.21272,-0.03835607,327.4007,-0.004178405,79.36782,-0.02491522,356.6484,-0.02769458,92.78564,-0.03332007,196.239,-0.02001047,356.648,-0.03578734,90.13843,-0.02288723,205.8855,-0.02223873,3.326159,-0.03709555,109.4145,0.008008957,221.0242,-0.01780367,2.955257,-0.04069245,94.66665,-0.006581545,210.2969,CLOSE
-0.04291344,355.3934,-0.0307219,318.9092,0.0367707,109.8908,-0.03159142,12.52241,-0.03718662,116.0035,0.01358974,146.3567,-0.02422571,11.76264,-0.03457499,113.5051,0.02425241,155.3593,-0.01007557,22.81939,-0.009633541,114.7012,0.04162455,169.3071,-0.015903,17.82171,-0.02528024,118.4736,0.03382099,161.6951,CLOSE
-0.03859615,340.6387,-0.03157902,323.7816,0.05223227,143.8499,-0.01329803,21.54439,-0.0235703,128.6719,0.04489565,107.613,-0.003694057,18.51078,-0.0143702,128.4769,0.04715157,116.9948,0.008201599,25.28038,0.01688623,125.7091,0.0382762,129.9788,0.005183697,25.63239,-0.00138545,131.7978,0.04326284,123.9128,CLOSE
-0.03349495,346.9117,-0.04784179,333.4447,0.05163908,144.2092,-0.002057076,20.69751,-0.02364349,146.9204,0.04611588,109.4469,0.008700371,15.84058,-0.01478767,148.9339,0.04444003,119.2738,0.01813364,23.50047,0.01544714,148.9887,0.03234851,134.9,0.01656628,21.47337,-0.002101541,153.3717,0.03677428,127.1877,CLOSE
-0.02537823,337.1348,-0.0417738,347.7604,0.05692208,140.1786,0.001408577,22.06251,-0.02379465,149.9932,0.04713762,110.2418,0.01337957,13.06394,-0.01482487,154.281,0.04229248,120.1546,0.02263212,21.32412,0.01454377,153.5175,0.02995193,135.3986,0.02011728,20.54878,-0.003389597,160.7963,0.03356004,129.632,CLOSE
-0.03094339,333.6284,-0.03032041,347.351,0.06026256,132.6933,-0.004324436,26.63405,-0.01882076,150.0923,0.04922938,115.3972,0.01068258,16.42513,-0.01237941,152.8405,0.04280925,124.7374,0.02494621,25.56305,0.01322436,152.9704,0.02860117,140.1844,0.02076387,21.42355,-0.002189159,157.7542,0.03285146,132.9268,CLOSE
-0.03650713,329.4495,-0.02329803,343.6407,0.05989921,130.6013,-0.008663654,27.33385,-0.01346254,146.0941,0.04914701,114.7654,0.007793427,21.25253,-0.009960175,150.1485,0.04335272,125.7135,0.02428389,30.05964,0.01367188,150.8184,0.02818906,141.4986,0.01887035,25.96044,-0.001010895,155.5092,0.03297782,134.5014,CLOSE
-0.04587936,317.9513,-0.004276276,349.6396,0.05184591,109.0898,-0.01807308,36.73669,-0.009255648,133.1932,0.04744077,120.255,-0.001841545,31.01468,-0.009613752,143.1167,0.0431726,135.9539,0.02121019,39.95191,0.009787798,145.8261,0.03161597,152.9725,0.01216841,34.01224,-0.003526807,150.5493,0.03483462,146.5946,CLOSE
-0.05127144,315.2839,-0.004104137,341.7509,0.04779065,112.9145,-0.02053547,32.38525,-0.006795168,119.1255,0.04556584,112.0546,-0.006029606,32.5373,-0.007419109,134.403,0.04261315,131.6806,0.0168376,42.06331,0.01318192,135.5035,0.0330404,147.7584,0.008348465,35.73667,-0.001031041,141.8507,0.03538823,142.5776,CLOSE
-0.06056356,320.2816,-0.01293659,319.0157,0.03634393,126.4167,-0.0286746,22.54629,-0.008013248,100.8407,0.04215479,105.2252,-0.01419163,28.02854,-0.007759333,117.6276,0.0420146,124.127,0.007806778,38.02459,0.01526904,117.4897,0.03569746,139.2461,0.0008735657,32.07602,0.000272274,124.5147,0.03704858,134.0827,CLOSE
-0.04540777,36.40585,0.03446078,241.9618,-0.03245902,339.8914,-0.02287626,356.9846,0.01608396,72.63798,-0.03975105,266.2247,-0.01448298,353.5014,0.006184101,69.97115,-0.04185128,277.6949,-0.009227276,335.4755,-0.02046847,67.03069,-0.027475,299.4232,-0.00761795,345.7131,-0.00720799,68.70815,-0.03694236,285.0233,CLOSE
-0.04428577,36.02675,0.03123033,233.0807,-0.04151905,337.8057,-0.02076721,0.1102615,0.01370895,65.08022,-0.04118586,267.555,-0.00829792,355.6757,0.004546165,63.45742,-0.04190683,279.3506,-0.002950191,338.1505,-0.02195203,65.91238,-0.02878225,298.2249,-0.0006690025,347.3883,-0.007804036,61.2317,-0.03561556,287.2943,CLOSE
-0.04921293,37.08515,0.02697396,245.1622,-0.03767765,344.9706,-0.0238471,356.1294,0.009240389,71.67321,-0.0407033,261.362,-0.01545382,352.8888,-0.001045823,70.29374,-0.04165411,272.6247,-0.007277012,345.7202,-0.02939653,75.91953,-0.02688122,286.8005,-0.008218288,346.0369,-0.0143795,70.45547,-0.03563893,279.1975,CLOSE
-0.0513339,38.45572,0.02976346,251.0891,-0.02713001,341.5653,-0.02637148,3.817637,0.01032686,77.30409,-0.03747189,261.4711,-0.01895285,356.0722,0.001519918,77.62692,-0.04039824,273.9475,-0.01244783,347.3104,-0.02734542,86.67223,-0.02896023,287.6713,-0.01218843,348.9991,-0.01212168,78.51019,-0.03620076,280.3187,CLOSE
-0.04738951,31.73962,0.03987217,253.4294,-0.01695585,335.7675,-0.02622509,13.99611,0.01811123,83.72329,-0.03238451,266.5834,-0.02055645,6.054876,0.009288073,83.5553,-0.03711891,279.3478,-0.0170002,353.04,-0.01967812,88.57652,-0.02940691,296.333,-0.01541805,359.0469,-0.005320787,83.83248,-0.0353204,285.9863,CLOSE
-0.03609848,12.58014,0.05450296,261.702,-0.007012725,334.2831,-0.02453804,30.37454,0.02820492,95.22858,-0.02511382,273.2044,-0.0224843,21.94092,0.01919127,94.06316,-0.03121257,285.7991,-0.02645397,11.99685,-0.01169515,100.1053,-0.02795625,303.0106,-0.02143526,15.07003,0.003554106,93.40703,-0.03171098,292.295,CLOSE
-0.02673197,1.488566,0.05599761,264.3589,-0.003345251,330.5337,-0.01692295,46.41677,0.03844428,116.6692,-0.01911223,290.2905,-0.01824141,38.93513,0.02964425,110.3243,-0.0262754,298.6491,-0.03236294,27.41732,0.002298832,114.2427,-0.02507424,316.0581,-0.02241325,32.04034,0.01488304,107.9503,-0.02857792,303.7664,CLOSE
-0.03106403,4.752655,0.047575,285.2929,-0.01463556,353.082,-0.02107811,56.84559,0.03097701,108.7517,-0.02678847,255.1204,-0.02522278,50.15919,0.02042413,107.8256,-0.02761555,266.9033,-0.04149628,42.80639,2.95639E-05,129.06,-0.009400249,296.8329,-0.03170586,46.07677,0.006653786,112.7897,-0.02141857,276.3763,CLOSE
-0.02244282,358.1449,0.0512557,294.1464,-0.01424062,354.9576,-0.01992512,50.37941,0.03180218,112.7542,-0.02937913,252.4704,-0.02713013,51.96097,0.02088547,107.9611,-0.02593637,258.3285,-0.04052877,43.55534,0.002486229,129.2692,-0.00460434,290.4082,-0.0325408,45.87022,0.008621216,113.5006,-0.01789176,269.4312,CLOSE
-0.02508545,353.2723,0.04991841,294.0073,-0.01914299,1.635858,-0.02181816,46.1257,0.02782178,104.4404,-0.03228772,242.1012,-0.02875185,49.02502,0.01641726,99.25631,-0.02745914,247.1873,-0.03943443,37.96164,0.0001401901,120.0788,-0.004568458,279.9773,-0.03315544,43.59001,0.004546165,105.7009,-0.01816368,258.8723,CLOSE
-0.04691219,6.515964,0.03265882,295.1337,-0.02045989,15.96023,-0.03435802,27.70446,0.01619053,105.7525,-0.03237069,234.0768,-0.03698158,29.91099,0.004602909,101.4569,-0.02550912,241.0896,-0.03958654,17.96779,-0.01303434,116.9884,0.000919342,265.5432,-0.03680897,24.15581,-0.007366419,106.2833,-0.01448715,249.7743,CLOSE
-0.05512571,13.28907,-0.0172503,296.6272,-0.01605642,57.67498,-0.04074526,14.63415,-0.02335763,96.64326,-0.03339982,196.8057,-0.03406858,7.46394,-0.02926207,89.77332,-0.02178144,204.8952,-0.03494024,13.18983,-0.0278759,109.2264,0.01299822,223.6683,-0.03155947,8.286984,-0.03153419,99.05862,-0.005501151,211.8362,CLOSE
-0.04861975,35.16045,0.002386332,271.2287,-0.03682673,17.19478,-0.03197908,0.4942489,0.001619339,93.95303,-0.04632914,237.7873,-0.02351522,1.609225,-0.01115298,82.91247,-0.04078948,246.6533,-0.02800512,358.365,-0.03344631,105.3487,-0.01582885,260.8761,-0.02209425,1.136994,-0.02468371,92.06818,-0.03095329,251.7133,CLOSE
-0.04947948,32.12502,0.02766609,259.2608,-0.02580321,348.8436,-0.02933407,3.08257,0.01400304,86.09687,-0.03984654,257.5558,-0.02191067,2.323017,0.001348972,80.14494,-0.04015613,267.33,-0.01934385,355.3467,-0.02802253,94.0919,-0.02593946,281.3066,-0.01811218,356.4247,-0.01359773,85.03619,-0.03555155,273.0681,CLOSE
-0.04604006,23.43901,0.03535867,255.6327,-0.03507876,353.2574,-0.02731609,8.189334,0.01562858,82.83725,-0.03907633,257.3919,-0.02027845,6.941837,0.00257802,77.63558,-0.03951192,267.0004,-0.01850796,359.6299,-0.02640319,86.81688,-0.02585161,282.669,-0.01646042,0.01521425,-0.01196504,81,-0.03525949,273.7002,CLOSE
-0.04310179,15.31481,0.04780579,257.5932,-0.02691269,347.8365,-0.02789211,15.06852,0.02129722,85.91425,-0.03436792,262.9822,-0.02209425,12.26546,0.008702993,82.33344,-0.03741658,273.117,-0.02143574,4.740524,-0.02165961,88.33408,-0.0273844,289.3802,-0.01851368,5.316963,-0.006506443,83.5405,-0.03482628,279.9352,CLOSE
-0.03677511,11.64196,0.05603886,259.049,-0.01432407,339.3542,-0.02500486,24.59489,0.02753854,88.75243,-0.02813017,269.8458,-0.02177429,19.85626,0.01640105,87.69498,-0.03369951,281.4222,-0.02397251,10.49832,-0.01430511,91.43331,-0.02835834,298.7181,-0.01970196,13.06276,0.000742197,87.5428,-0.03351223,288.1742,CLOSE
-0.01641178,356.4149,0.06161904,263.5544,-0.0005182028,331.0489,-0.0132165,50.63013,0.03668261,104.4312,-0.01975965,282.9487,-0.01459885,42.81814,0.02805758,102.6748,-0.02721977,295.0604,-0.02915096,33.15172,0.0007810593,106.5533,-0.02624142,313.3112,-0.01900387,36.24622,0.01334023,100.7973,-0.0293355,300.7746,CLOSE
-0.01032305,351.9327,0.05987573,273.3939,-0.002263069,334.5249,-0.01013088,55.49707,0.03800416,117.342,-0.02148128,284.6725,-0.01497459,49.28573,0.02964759,114.8443,-0.02710867,295.1248,-0.03464222,40.10517,0.005446196,122.0268,-0.01991403,315.0122,-0.02310753,44.64593,0.01525402,114.9166,-0.02688527,300.9013,CLOSE
-0.01548624,356.3928,0.05627728,283.9608,-0.006923079,342.2844,-0.01525497,52.41708,0.03550863,116.5308,-0.02477038,270.2266,-0.0213809,48.12305,0.02620935,115.7057,-0.02700365,281.3375,-0.04064941,41.85835,0.003709555,131.6972,-0.01106274,306.399,-0.02953482,46.25069,0.01101017,117.9939,-0.02246797,287.9086,CLOSE
-0.02921009,1.150138,0.04717183,299.1279,-0.01328671,0.1172966,-0.02562857,41.15987,0.02623606,109.8761,-0.02928722,243.2939,-0.03207207,44.29164,0.01584601,106.7321,-0.02322721,250.2007,-0.04388905,45.86515,-0.002277851,133.6766,0.003036618,282.8121,-0.03698921,41.74429,0.003671169,113.4904,-0.01307094,260.6053,CLOSE
-0.05599642,0.2402202,0.007230282,302.6788,-0.0271523,52.22503,-0.04354286,21.49176,-0.01469707,102.3942,-0.02687538,196.296,-0.03961897,17.75521,-0.02173662,96.82189,-0.01556516,203.6735,-0.03648901,26.12078,-0.02123833,116.4558,0.01767099,226.313,-0.03574181,19.81172,-0.02484846,107.0191,-0.0003175735,212.8652,CLOSE
-0.04375458,319.8686,0.03585315,255.6035,-0.03797662,16.35763,-0.02977085,8.183585,0.007189274,93.28652,-0.04513741,239.4064,-0.0257411,7.764825,-0.005603075,84.49163,-0.04015863,247.5356,-0.03128815,2.416276,-0.02815247,102.231,-0.01660979,264.1779,-0.02452469,2.884851,-0.01833797,91.32353,-0.02983665,253.9469,CLOSE
-0.04597187,9.344795,0.04763913,264.2775,-0.01930273,346.3261,-0.02967072,4.161613,0.02261472,91.19043,-0.03528857,264.5196,-0.02598763,4.462626,0.01008964,86.59669,-0.03762162,274.1676,-0.02387571,357.887,-0.02148223,93.27341,-0.02671087,289.2401,-0.0221262,0.6133747,-0.006648779,88.2086,-0.03437459,279.6014,CLOSE
-0.04117393,10.8591,0.05437326,259.8791,-0.02335024,346.4947,-0.02817678,11.93277,0.02577257,91.5861,-0.03170419,267.8882,-0.02569723,11.47635,0.01346064,88.71949,-0.03565371,277.6278,-0.02378654,4.047356,-0.01823163,92.56668,-0.0271858,293.5785,-0.02183342,6.823412,-0.003265142,88.63316,-0.03390193,283.3916,CLOSE
-0.0327673,6.634791,0.05986428,258.6426,-0.02112675,344.5067,-0.02319717,27.25557,0.03046441,93.81274,-0.02762151,272.0515,-0.02261257,24.49533,0.01903272,92.46746,-0.03306901,282.5808,-0.02555943,15.88091,-0.01223969,95.56462,-0.02788055,299.3788,-0.02112436,17.75524,0.002912521,91.34977,-0.03296566,288.8073,CLOSE
-0.02722406,6.013785,0.05831432,256.9174,-0.01860929,341.8759,-0.01786661,42.35792,0.032619,96.37949,-0.02565813,274.837,-0.01738882,33.99765,0.02326059,94.87963,-0.03197718,286.9174,-0.02640963,24.30502,-0.006218672,98.25102,-0.02841258,304.5162,-0.01890612,27.44408,0.007580996,93.0726,-0.03258669,292.7027,CLOSE
-0.02264833,7.141882,0.0541079,253.9087,-0.01939726,341.8806,-0.01074409,50.24483,0.03414559,96.22396,-0.02686298,276.0417,-0.01097012,42.02377,0.02467108,93.91428,-0.03317273,287.3351,-0.02675581,32.3742,-0.001837015,101.0932,-0.02962494,306.8712,-0.01581049,36.23693,0.009669065,93.63719,-0.03378618,293.3642,CLOSE
-0.02238035,11.41243,0.04841447,261.5189,-0.02382469,350.4668,-0.009922028,54.47501,0.02918029,89.58388,-0.0312171,259.579,-0.01026392,42.81872,0.02068973,90.06804,-0.03517675,274.3182,-0.03083563,38.47535,-0.003503323,105.5396,-0.02579796,298.2815,-0.01858616,42.16589,0.004805326,94.10417,-0.03295135,281.5764,CLOSE
-0.02011776,7.306528,0.0449264,279.2638,-0.02527952,2.336583,-0.01638079,61.0176,0.02143741,68.55371,-0.03462839,218.1303,-0.02077055,55.52507,0.01122022,80.29334,-0.03478885,241.4078,-0.03880167,51.12029,-0.003123045,110.2916,-0.01559448,280.7361,-0.0272603,50.86649,-0.0001106262,89.0665,-0.02666664,254.9979,CLOSE
-0.02447653,4.263665,0.04258442,276.3698,-0.02991533,6.984334,-0.01491642,52.95022,0.02191663,76.64922,-0.03831863,228.8608,-0.02119541,52.18071,0.009870291,75.55048,-0.03632832,238.368,-0.0396204,48.47853,-0.004373312,108.4653,-0.01753759,278.7988,-0.02696514,47.21167,-0.00191927,83.85323,-0.02785611,251.3433,CLOSE
-0.03313732,8.945049,0.05152392,248.1385,-0.01855397,336.9654,-0.01311684,15.44829,0.03491569,79.41104,-0.03315878,274.8243,-0.01153755,19.54334,0.02139711,75.88985,-0.03746605,282.9486,-0.01914692,7.174331,-0.00860095,83.15085,-0.03430843,300.9597,-0.01085567,12.66268,0.005375862,75.29999,-0.03665829,289.4049,CLOSE
-0.03899479,358.1366,0.05837011,246.6796,-0.0245676,335.6442,-0.01944494,8.885361,0.03135824,79.43886,-0.03348017,279.9834,-0.01419115,10.6375,0.01947165,75.6001,-0.03838038,289.263,-0.01321983,358.3284,-0.01149583,77.22996,-0.0356338,305.9282,-0.009752274,3.823017,0.003958702,74.3184,-0.03860557,295.4334,CLOSE
-0.03941154,356.1726,0.06084728,248.156,-0.02612162,337.3443,-0.02249098,12.15915,0.02970648,84.95686,-0.03315449,279.7831,-0.0165844,11.85822,0.01828051,80.53957,-0.03841054,289.1998,-0.01391792,1.865941,-0.01308572,81.66974,-0.03548741,304.9075,-0.01162815,4.812393,0.002982497,78.91582,-0.03885603,295.2059,CLOSE
-0.03713608,353.9734,0.06431842,249.6437,-0.0247879,338.1477,-0.02325535,17.48837,0.03059685,91.96399,-0.03226829,281.651,-0.01781511,13.51929,0.02036071,86.22797,-0.03777146,291.032,-0.01597023,4.81433,-0.01157618,85.90524,-0.03532934,306.0703,-0.01329231,6.816958,0.00479269,83.3242,-0.03844404,296.579,CLOSE
-0.02163219,344.7956,0.07147193,249.2271,-0.02718353,345.8974,-0.01878786,30.42909,0.03379512,95.38806,-0.03373814,280.4872,-0.01477623,25.01192,0.02231073,88.53748,-0.03842258,288.2883,-0.01928616,14.73662,-0.008813381,87.40014,-0.03386354,303.4514,-0.01334,18.23235,0.005953789,85.43851,-0.03817344,293.1142,CLOSE
-0.004044533,340.4318,0.06774426,252.8503,-0.0310545,356.4766,-0.0107832,49.70456,0.0393151,118.1417,-0.03579211,292.2665,-0.01041746,45.13624,0.02568698,104.9565,-0.04017019,292.6116,-0.02551603,35.18729,-0.001300812,102.0404,-0.03193092,304.9239,-0.01452494,38.6437,0.009664059,98.41352,-0.03809524,293.5062,CLOSE
-0.004097939,336.5624,0.04768372,283.8506,-0.04562759,16.56723,-0.01777363,78.39407,0.02370059,70.25946,-0.03836298,208.6353,-0.02489853,73.10315,0.01414657,84.07182,-0.03544569,233.2809,-0.04016542,66.72202,0.004970193,121.2486,-0.01035714,283.0166,-0.03165245,67.15321,0.005202889,97.3027,-0.02456141,251.7738,CLOSE
0.003258228,321.8156,0.04212022,290.2603,-0.04686964,17.55571,-0.01625967,68.76924,0.01589298,43.12803,-0.03819096,170.6491,-0.02656031,69.58541,0.01012063,39.52313,-0.031057,177.269,-0.04086351,79.58501,0.01272154,131.3019,-0.005592108,282.3957,-0.03383255,73.0639,0.006074667,63.63466,-0.01914465,206.7708,CLOSE
-0.005208969,316.6299,0.03228235,293.2262,-0.04819345,27.31049,-0.02048111,52.946,0.007113457,12.88894,-0.03558159,127.4679,-0.02846766,55.61879,0.00413084,19.5862,-0.02767372,145.2921,-0.03851604,86.53259,0.0219543,63.94076,-0.006204128,206.4345,-0.03486395,64.67619,0.005796432,24.53079,-0.01530981,156.4525,CLOSE
-0.0307765,326.4871,0.02785659,308.8799,-0.03066754,29.90458,-0.02135468,55.54306,-0.0009989738,11.92549,-0.0412035,121.6768,-0.03066349,45.38683,0.002069473,8.636408,-0.0265162,126.253,-0.03706455,67.06982,0.02262676,342.9804,-0.00679493,119.9897,-0.03568649,55.62662,0.007833242,5.695528,-0.01481652,130.5271,CLOSE
-0.01209307,299.8768,0.02392089,262.8721,-0.05480289,62.48601,-0.01449347,58.05054,0.007581115,332.3046,-0.0537641,95.81007,-0.02650118,43.97369,0.003720164,349.6557,-0.03553486,117.9733,-0.03468132,59.5287,0.02241623,331.5201,-0.01337004,118.0242,-0.03254318,52.48124,0.009713769,349.5537,-0.02319503,123.9958,CLOSE
0.02452993,299.0202,0.02759945,170.0034,-0.06373978,122.9325,0.005805492,62.45522,0.02157557,258.255,-0.05752659,50.05072,-0.007777691,64.75423,0.01330912,314.7988,-0.04733014,111.6795,-0.02927446,73.22062,0.0215975,292.2664,-0.02416229,104.1566,-0.02107954,68.6391,0.01516342,315.5573,-0.03643012,117.1693,CLOSE
0.02548742,285.9807,0.04472935,269.5504,-0.05357027,29.63741,-0.00701952,87.70373,0.02696002,53.01717,-0.04101515,187.8913,-0.01900339,84.02201,0.02331984,16.52207,-0.03485823,160.8579,-0.03682709,85.23527,0.01959062,187.4017,-0.007399797,345.7328,-0.02962446,85.69839,0.01917195,63.60122,-0.02246571,213.2322,CLOSE
0.03061008,317.287,0.05467188,276.1177,-0.007928848,340.3248,0.007424355,74.88206,0.03592277,112.1815,-0.03057551,279.7439,-0.003647804,72.93374,0.03160751,116.752,-0.03355289,294.7235,-0.03207493,59.03622,0.02233183,129.4702,-0.02032828,321.6196,-0.01746988,67.90385,0.02304399,115.8434,-0.03003621,299.4315,CLOSE
-0.0003032684,347.8737,0.04948986,238.5648,0.01265526,320.4595,0.01158237,59.59013,0.04376984,112.4646,-0.01364493,314.596,0.007016659,53.1167,0.04020154,109.4728,-0.02313614,323.5334,-0.01917601,33.52281,0.02450371,95.15205,-0.02814078,330.7923,-0.00427866,48.72964,0.02976346,102.1769,-0.02856612,323.5746,CLOSE
-0.006221771,335.399,0.05137968,243.5288,0.02375937,308.177,0.01198387,47.1697,0.04780853,114.2957,-0.008817673,327.9709,0.0103178,42.81125,0.04465246,107.8716,-0.01892424,334.15,-0.01008511,29.755,0.02441621,84.00299,-0.02731419,337.0952,0.002868652,41.39256,0.03160977,97.06789,-0.02623034,332.4291,CLOSE
-0.005064964,328.9425,0.05349636,244.6587,0.02580476,306.8639,0.01640463,41.25613,0.04970503,111.2437,-0.007572651,330.3422,0.01486874,40.19707,0.04606056,108.115,-0.01880264,338.2061,-0.005028248,32.31175,0.024158,81.48784,-0.0274756,338.3996,0.008217335,42.88523,0.03074539,94.7914,-0.02588272,334.5049,CLOSE
0.03397322,314.4871,0.05889165,223.0235,-0.0154376,8.042041,0.02469778,66.91449,0.03643548,113.6467,-0.04243636,310.0742,0.0219717,64.13853,0.02151787,81.76847,-0.04543829,289.658,-0.007632256,54.73908,0.001638293,51.89661,-0.03559995,278.8335,0.009253979,57.63007,0.004126072,44.90849,-0.03688383,262.4214,CLOSE
0.02636385,319.1474,0.03447545,237.7686,-0.05865884,45.76032,0.001117706,64.77789,0.01308584,11.04374,-0.04819798,169.5043,-0.008834362,62.3913,0.003144979,18.7797,-0.04504919,187.1964,-0.0327487,66.58224,0.0006709099,43.09832,-0.02440166,224.0604,-0.01984262,60.01441,-0.003202438,31.89436,-0.03371382,204.81,CLOSE
-0.04836941,336.0674,0.007395625,310.059,-0.02544165,55.74529,-0.02576399,24.51887,-0.01086247,18.27457,-0.03267074,127.8357,-0.03179836,29.62937,-0.01320958,25.11499,-0.02255607,144.1178,-0.04112244,47.79438,0.006739259,22.77553,-0.002563715,157.9081,-0.03696632,39.07162,-0.007499337,27.74665,-0.01069033,152.1995,CLOSE
-0.05310392,354.7836,-0.01034129,309.3285,-0.01829004,67.71355,-0.02298975,25.06077,-0.02007759,28.46844,-0.03127646,150.9042,-0.02706385,28.65033,-0.02492046,37.58556,-0.02241516,167.1854,-0.03989983,43.01328,-0.01103735,53.94019,-0.001773357,192.5883,-0.03347015,35.2019,-0.02230048,45.40852,-0.01072812,177.1752,CLOSE
