pTHUMB_BONE3_X,rTHUMB_BONE3_X,pTHUMB_BONE3_Y,rTHUMB_BONE3_Y,pTHUMB_BONE3_Z,rTHUMB_BONE3_Z,pINDEX_BONE3_X,rINDEX_BONE3_X,pINDEX_BONE3_Y,rINDEX_BONE3_Y,pINDEX_BONE3_Z,rINDEX_BONE3_Z,pMIDDLE_BONE3_X,rMIDDLE_BONE3_X,pMIDDLE_BONE3_Y,rMIDDLE_BONE3_Y,pMIDDLE_BONE3_Z,rMIDDLE_BONE3_Z,pRING_BONE3_X,rRING_BONE3_X,pRING_BONE3_Y,rRING_BONE3_Y,pRING_BONE3_Z,rRING_BONE3_Z,pPINKY_BONE3_X,rPINKY_BONE3_X,pPINKY_BONE3_Y,rPINKY_BONE3_Y,pPINKY_BONE3_Z,rPINKY_BONE3_Z,target
-0.003094673,339.6423,-0.0001165867,200.4897,-0.09061646,88.15128,-0.07652187,0.08633853,0.05033839,245.4377,-0.05667019,356.8884,-0.09283924,359.1931,0.05132949,243.434,-0.03990471,346.0402,-0.08777857,353.1316,0.03184462,259.3651,0.02597165,320.0074,-0.09451532,356.1645,0.04812157,245.8439,-0.01238036,339.5096,OPEN
0.01469898,325.9309,0.02118945,192.2513,-0.08503413,83.71056,-0.06020546,346.708,0.07177579,234.5725,-0.05600977,345.4431,-0.07970905,347.0378,0.06937182,231.4348,-0.04507113,336.2122,-0.08950996,346.1682,0.03308702,243.226,0.008622169,311.1844,-0.08765268,346.1795,0.05685914,233.0803,-0.02308536,329.9752,OPEN
0.05133629,287.3731,0.07259798,41.97902,0.01432347,183.3884,-0.03353977,323.3729,0.1000227,186.4692,-0.02559233,318.0156,-0.05928612,320.8646,0.09014761,189.4714,-0.03658748,302.5071,-0.07670355,326.8047,0.02628613,197.5112,-0.0497613,270.8231,-0.07124281,322.1525,0.06471837,191.9101,-0.04508042,293.0345,OPEN
-0.005310535,339.941,0.02111113,338.3392,0.08595622,186.7934,-0.04213953,278.7882,0.09771645,341.8877,0.03331339,111.6111,-0.04419422,271.4467,0.1067625,93.41899,-0.002313733,346.6488,-0.008193493,294.5,0.07425869,105.8233,-0.05662453,307.2808,-0.03099966,280.6457,0.09789419,118.6433,-0.03234756,313.4546,OPEN
-0.00366354,344.2901,0.009450316,338.7058,0.08151698,185.995,-0.05135107,294.1155,0.08024395,333.6888,0.05507791,120.144,-0.04313087,286.0316,0.1006594,11.44145,0.02786088,71.61266,-0.01047087,295.5893,0.08480084,57.01715,-0.024382,5.355678,-0.0268774,288.3815,0.1002443,44.52961,0.0008335114,32.21227,OPEN
0.002244949,339.7205,0.01533794,342.4811,0.07824445,182.4206,-0.04795265,292.4301,0.08123636,340.9773,0.05571079,114.0733,-0.0360527,287.6793,0.1027081,34.20878,0.02753317,50.26686,-0.001929283,305.612,0.08373046,62.10411,-0.02118134,2.093252,-0.01538944,297.8177,0.1007531,62.28903,0.001039505,15.79552,OPEN
0.005859852,341.2614,0.01739514,345.1788,0.07850337,180.267,-0.04360151,289.7473,0.08458507,352.8248,0.05402648,103.594,-0.03369856,287.4326,0.1045254,47.10382,0.02305925,37.64351,0.002893448,310.1595,0.08200777,68.03821,-0.02486444,354.6116,-0.01028776,302.2521,0.1006914,71.26638,-0.003894091,6.323343,OPEN
0.01521587,336.8615,0.02125084,352.018,0.07779312,181.0818,-0.0337081,283.627,0.09104109,3.013756,0.04996014,100.3994,-0.02938557,283.6467,0.1068705,66.50951,0.01809239,24.76897,-0.002816677,305.4906,0.08042014,81.42333,-0.03205633,347.7063,-0.01240969,297.4287,0.1006445,85.3663,-0.01037049,358.5771,OPEN
0.04386711,323.2627,0.04079247,14.98008,0.06191516,183.0962,-0.02291584,279.9934,0.103802,200.8714,0.02147412,285.0224,-0.03433275,288.0195,0.107082,171.9577,-0.008033276,300.9344,-0.02605629,311.1548,0.06477261,126.0446,-0.0507462,320.6665,-0.03137541,298.8706,0.09245682,146.2367,-0.03290129,318.3826,OPEN
0.04824209,277.1315,0.06635451,176.2701,0.002735972,47.86149,-0.04135656,316.5186,0.09567273,201.1885,-0.004710913,305.8328,-0.0692749,321.3397,0.08336544,195.1653,-0.01650143,296.6213,-0.07302904,330.9292,0.02566743,173.9809,-0.04559565,282.3145,-0.07701921,326.6094,0.06006098,186.5598,-0.032897,294.0377,OPEN
0.01308203,305.7288,0.0759207,239.5078,-0.02968431,9.483133,-0.07617855,355.418,0.06443655,211.8229,-0.02809417,304.3911,-0.09149885,359.3104,0.04141891,196.6737,-0.03193712,292.5251,-0.07520533,354.0278,-0.01591575,178.1493,-0.02822614,268.0166,-0.08722591,2.191491,0.01143074,181.7565,-0.03472614,283.3198,OPEN
-0.03929996,359.7916,0.01956153,250.2372,-0.0681262,39.98505,-0.09809065,48.09213,-0.008497477,232.6635,-0.02411795,313.6385,-0.09858561,50.83483,-0.02393889,197.9456,-0.01139963,278.868,-0.05921125,33.56356,-0.04362488,178.4306,0.02687192,243.1773,-0.07731581,43.19412,-0.039042,167.1214,0.004817247,246.7008,OPEN
-0.0278964,21.32467,-0.02523983,237.4489,-0.0742172,55.03627,-0.09644079,43.99407,-0.03611684,260.621,-0.02790022,353.6489,-0.1036673,46.91932,-0.04041469,260.828,-0.003819466,341.8565,-0.06875467,46.48009,-0.03317297,276.192,0.05024099,330.4575,-0.09483099,45.33293,-0.03520215,269.1386,0.02636242,339.7843,OPEN
-0.01301384,27.5939,-0.03149867,224.6367,-0.07463109,49.55634,-0.0875659,44.12917,-0.04827094,253.7401,-0.04046214,354.8403,-0.09912729,41.22896,-0.05135608,258.3714,-0.01676857,346.6789,-0.07273149,45.41033,-0.03934717,273.949,0.04025626,338.604,-0.09280586,40.11169,-0.04786944,266.6984,0.01255655,345.9946,OPEN
-0.01665783,11.12985,-0.005270123,223.3402,-0.07857585,39.40316,-0.09531689,26.55221,-0.01378334,242.5784,-0.05145431,334.6306,-0.1070805,28.65322,-0.02538252,245.4329,-0.02923775,324.8494,-0.07722855,37.9579,-0.04321182,258.5791,0.02781689,312.7717,-0.09979296,32.61105,-0.03571105,251.1708,-0.000576973,321.4385,OPEN
-0.02177238,345.0079,0.03017402,231.9328,-0.06932712,32.03986,-0.09431124,358.8867,0.0413729,241.5269,-0.03587019,319.0389,-0.1092887,1.868383,0.0241189,243.1071,-0.0187726,307.5755,-0.08691216,12.78531,-0.02642822,254.3812,0.0210731,288.9775,-0.1058025,6.703585,8.583069E-05,246.9495,0.001370788,301.112,OPEN
-0.03149891,335.9401,0.03867471,245.9825,-0.0599196,33.14334,-0.0909853,352.3577,0.05788374,251.9413,-0.01103354,318.7751,-0.1044493,353.6793,0.04249597,253.3542,0.007968068,307.0496,-0.08329439,2.92547,-0.01370525,265.8519,0.03996098,285.8372,-0.1008348,357.724,0.01735449,256.9146,0.0259378,299.7539,OPEN
-0.04059887,356.7533,0.03651547,267.493,-0.05747461,33.56067,-0.09413242,22.4291,0.04565978,243.5873,0.002731204,317.7926,-0.1015043,18.25442,0.029845,244.552,0.02740085,305.1693,-0.06798267,15.98205,-0.01908207,263.1105,0.06054163,285.1518,-0.09102154,20.10296,0.00698328,244.901,0.04635382,295.9898,OPEN
-0.04755688,34.25295,0.01513219,287.5146,-0.06036794,47.69326,-0.1007686,57.12455,0.0084548,212.2237,0.003980517,288.7617,-0.09965372,49.83804,-0.008149505,215.7304,0.03276098,277.3282,-0.04903984,43.95492,-0.03506625,235.9193,0.06705356,266.1368,-0.08086014,47.91341,-0.02263927,218.9252,0.05269134,270.2844,OPEN
-0.04926586,40.6309,-0.01003492,289.465,-0.0614239,61.21117,-0.09930134,73.40965,-0.02415144,201.5359,0.003039718,274.8693,-0.0938983,67.54455,-0.03529716,200.1876,0.03389728,258.4572,-0.04118967,63.38033,-0.03731215,247.8988,0.07244503,277.0527,-0.07286835,66.71609,-0.03930759,210.1252,0.05629623,257.9649,OPEN
-0.04265594,26.98319,-0.0123415,257.2156,-0.07001686,49.24924,-0.09090614,75.25412,-0.04318786,203.8445,-0.01715827,287.885,-0.092556,69.43614,-0.04969227,188.1487,0.0080055,260.8114,-0.0537672,63.89211,-0.04021227,235.4917,0.05805016,281.5103,-0.08002663,68.33589,-0.04762018,207.9444,0.0339756,271.2292,OPEN
-0.02858305,22.15692,-0.007158995,235.553,-0.07437932,34.6162,-0.07670403,64.67016,-0.04784715,161.6127,-0.0455699,257.9283,-0.09430599,41.86913,-0.05301023,241.3352,-0.02508342,315.39,-0.06110764,52.19272,-0.05870724,251.4805,0.03137004,300.7629,-0.08297634,46.23149,-0.05952477,245.172,0.001438856,310.8954,OPEN
-0.03038073,17.08159,0.000387907,230.0246,-0.07062399,17.49458,-0.09349394,33.83716,-0.03517544,243.4661,-0.04248047,312.815,-0.09805822,34.80186,-0.05169642,244.9902,-0.02542138,303.3365,-0.05565214,49.74553,-0.07054317,252.5048,0.02253902,289.9072,-0.08268309,39.95443,-0.06523108,249.8844,-0.002935052,300.6284,OPEN
-0.03932381,9.480561,0.006982327,245.7319,-0.06711996,34.79214,-0.1026087,43.65372,-0.007393837,233.6354,-0.0262444,313.4282,-0.1106262,31.70171,-0.01830673,245.7016,-0.004657388,310.1613,-0.07073116,31.18784,-0.04389882,271.1196,0.04170144,302.3801,-0.09969568,21.8689,-0.02862549,264.8411,0.02057493,312.5771,OPEN
-0.02833366,335.6111,0.03984547,256.5624,-0.06190538,41.72866,-0.07927275,30.81551,0.06349444,230.4434,-0.006914616,321.6199,-0.09152651,24.61208,0.05272913,224.7218,0.01499009,309.9986,-0.07608604,357.8936,0.006926537,262.0718,0.05207181,294.5061,-0.09026766,357.1073,0.03747296,256.6992,0.03881323,308.9663,OPEN
-0.008381367,307.3572,0.05670023,254.963,-0.05322564,38.58431,-0.04018784,322.2974,0.09914422,256.4077,0.009590507,323.3681,-0.05988979,327.0007,0.08987927,252.8826,0.02885664,313.1062,-0.0698452,329.8121,0.03057814,264.7879,0.05248761,285.1048,-0.06847429,327.5896,0.06621695,257.3578,0.04357314,303.5074,OPEN
0.02072763,285.1463,0.06575453,282.1223,-0.03423369,2.960736,-0.01123238,301.6307,0.1028407,259.888,0.02660012,310.71,-0.03511381,304.3987,0.09725928,257.0851,0.0413121,300.6115,-0.06507635,310.8259,0.04221487,260.39,0.04840887,275.9351,-0.05315304,308.6547,0.0756793,253.1425,0.0460012,296.5528,OPEN
0.0513134,289.4285,0.05817044,1.013573,0.003751755,256.6932,0.001018047,291.8688,0.09303164,215.5975,0.04760075,325.6081,-0.02783346,290.0112,0.09196556,214.7073,0.0513587,312.9244,-0.06927156,291.9845,0.05112886,222.0824,0.02602386,280.1747,-0.05145979,293.8488,0.07698107,209.916,0.04040623,308.1503,OPEN
0.06010199,310.3731,0.04546762,30.60496,0.02746534,212.0066,-0.01416683,292.7109,0.07873237,314.9525,0.0703187,208.1292,-0.04599762,289.5331,0.07953453,295.462,0.06481314,214.7602,-0.07127094,285.2122,0.05704904,214.4146,0.01076174,271.203,-0.06290054,283.0968,0.07346117,233.6475,0.04075503,267.7574,OPEN
0.05466032,325.5352,0.03729737,23.79666,0.04577899,208.807,-0.03038883,312.2122,0.06588995,319.9762,0.07880259,190.9384,-0.06146717,304.6079,0.06890941,305.7436,0.06604993,192.3422,-0.07085896,279.0466,0.05875647,231.1275,0.00395298,244.9331,-0.07242489,287.8768,0.06866419,283.4758,0.0381856,207.0315,OPEN
0.06133652,328.1272,0.03834724,32.89593,0.03799212,211.7877,-0.01837969,307.5323,0.06334519,328.614,0.08509302,192.3421,-0.05159092,306.3455,0.06489766,316.5372,0.07797313,191.593,-0.07402515,291.5456,0.05129433,293.874,0.02378678,194.7424,-0.06838131,298.5678,0.06158769,306.2357,0.05555534,195.1675,OPEN
0.0560112,298.6443,0.05837572,43.63498,-0.006881475,232.8441,0.01319122,288.7675,0.08558428,314.5351,0.06395388,243.6818,-0.01455212,292.8645,0.08050013,315.0481,0.07789135,230.8493,-0.06202602,304.2362,0.03841388,303.7502,0.05962026,220.3043,-0.04008007,297.0692,0.06333911,308.4883,0.07544661,229.8848,OPEN
0.03515577,277.844,0.05718994,90.61844,-0.04291964,205.7616,0.01637506,286.0475,0.1055443,253.5051,0.01443195,331.8176,-0.00308609,286.7611,0.1056286,269.367,0.03721094,303.3574,-0.04296732,299.6344,0.05525935,297.8405,0.06182384,254.6594,-0.02301788,290.9314,0.08726799,282.5957,0.05320072,283.2139,OPEN
0.02301502,296.4131,0.04334629,164.6547,-0.06670642,136.8201,0.002727985,290.8054,0.1075662,227.1578,-0.02011538,8.925846,-0.01572227,291.1865,0.1119257,250.2336,0.006716967,334.5851,-0.04667759,304.8538,0.06365871,285.6662,0.0518086,281.6923,-0.03244495,295.8325,0.09569645,267.4384,0.03101754,311.6871,OPEN
0.01214743,326.2852,0.00701642,182.0565,-0.08256114,118.2752,-0.01210356,316.125,0.0877825,215.5975,-0.06386769,25.76234,-0.0295577,312.848,0.1008466,222.4916,-0.04306734,8.903805,-0.05306721,310.5278,0.075472,249.3274,0.01632345,329.3369,-0.04276609,310.5956,0.09587157,232.4245,-0.01480639,355.1632,OPEN
0.02721119,343.0468,-0.01150417,171.334,-0.0794313,109.3798,-0.01554537,331.5628,0.07078445,212.0605,-0.0802114,20.10905,-0.03768778,330.6779,0.08304131,215.9984,-0.06710768,6.648248,-0.06465769,327.2222,0.0660938,230.5567,-0.01218748,340.4707,-0.05335283,329.1837,0.08086288,221.0208,-0.0430491,358.1474,OPEN
0.04163599,346.8449,-0.01479661,158.1891,-0.07449079,110.3766,-0.007196903,331.2748,0.06874073,204.7106,-0.0838151,21.88011,-0.03194523,329.0442,0.08270967,210.9441,-0.07122707,7.089127,-0.06454706,328.5559,0.0652976,226.3117,-0.01899457,340.962,-0.05088711,328.325,0.08042181,217.3146,-0.04826856,357.8974,OPEN
0.04298258,344.6984,-0.01222968,151.3417,-0.07426119,125.5955,0.007549763,316.4913,0.08049715,198.0259,-0.07299876,32.49948,-0.01414251,313.4382,0.09777105,206.4317,-0.05730104,15.39445,-0.05056143,316.0923,0.07806933,224.1006,-0.01006031,345.5572,-0.03417635,314.086,0.09546065,215.2681,-0.03485155,3.447163,OPEN
0.04506493,313.8745,0.02261651,139.2607,-0.0662384,153.7452,0.03537798,288.7643,0.1003979,179.125,-0.0239017,48.22395,0.01409435,284.7148,0.1128761,200.0119,-0.002178431,16.12605,-0.03587341,290.1778,0.08139884,255.6903,0.03157997,302.8609,-0.01085758,284.4465,0.1048869,231.076,0.01767468,339.4582,OPEN
0.0544939,306.7803,0.03669405,105.8657,-0.04466271,182.3863,0.04987669,279.7248,0.09499538,135.8958,0.01013756,81.14972,0.02908421,276.4681,0.1047168,150.6646,0.029351,54.08191,-0.02970123,281.8246,0.07512677,306.8793,0.04913974,236.6014,0.001484394,271.4026,0.09652841,303.3784,0.04417372,254.0447,OPEN
0.06151342,309.6395,0.04690278,62.20644,-0.009559035,215.6622,0.03004074,281.6999,0.08846045,347.8167,0.05180442,212.6432,0.004171371,284.7345,0.08926189,338.119,0.06850231,209.7514,-0.05275059,298.609,0.05214477,312.6461,0.06005681,212.1074,-0.02361822,289.5048,0.07550871,327.0976,0.07151902,213.3685,OPEN
0.05417442,321.9594,0.04293478,24.49332,0.03382707,231.1025,-0.01371956,308.4217,0.0663296,324.9925,0.08279133,206.9619,-0.04494762,309.3609,0.06217217,317.628,0.08383048,201.9659,-0.07986307,309.8998,0.03413808,298.3887,0.03975987,199.1918,-0.06511641,305.1208,0.05223405,308.619,0.06784606,203.7979,OPEN
0.02837276,335.321,0.03038251,354.534,0.06696129,228.7935,-0.06024027,321.989,0.04488099,305.7951,0.07702565,189.7332,-0.0858593,317.5173,0.04693437,297.7524,0.05819249,184.5708,-0.08750343,311.4958,0.03489399,284.8892,-0.000464201,177.3325,-0.09153461,309.2222,0.04548979,293.0732,0.03206873,182.9151,OPEN
-0.004022598,337.1394,0.02812457,331.8911,0.07776189,221.2314,-0.07698917,303.7176,0.06663537,281.6268,0.03770924,185.4981,-0.08800268,301.5319,0.07086468,266.1144,0.005158663,185.8372,-0.05151081,282.887,0.0569005,224.3587,-0.04727435,201.667,-0.07530499,292.7209,0.06935859,254.8261,-0.02164865,189.4459,OPEN
-0.004701614,318.1718,0.0512594,326.6045,0.06837726,223.0845,-0.06109524,296.7219,0.08897471,234.1002,-0.002130985,232.4095,-0.06753349,303.5396,0.08084774,216.5627,-0.03750443,233.8673,-0.02604961,301.0296,0.04158401,141.0201,-0.07145119,272.5438,-0.05180359,301.2411,0.06577337,188.1313,-0.06005526,250.5126,OPEN
-0.00665617,293.8863,0.07758081,295.5874,0.03842831,241.4341,-0.04266453,318.5977,0.08076394,163.8434,-0.05450034,284.1143,-0.04679108,327.1535,0.0526942,163.8612,-0.08486438,266.5391,-0.01099825,332.7019,-0.005285859,145.247,-0.09162307,247.6616,-0.02829981,329.8076,0.02728724,145.6353,-0.09482694,266.9545,OPEN
0.002748013,308.8992,0.08222389,202.7261,-0.02379966,331.9619,-0.02911472,358.6717,0.02695692,146.9632,-0.09553361,271.3398,-0.02675533,357.903,-0.006197333,142.5533,-0.1042664,255.7884,-0.001456738,0.008362713,-0.05794561,140.4312,-0.07175803,225.6451,-0.01025057,354.3576,-0.02936685,132.6786,-0.09470677,248.1194,OPEN
0.006701946,2.465567,0.04983163,190.1384,-0.06334937,349.0738,-0.03226328,21.69684,-0.01613998,146.015,-0.09683144,259.702,-0.0312295,17.18598,-0.04757786,139.148,-0.09047925,242.4722,-0.01111031,12.30355,-0.0773747,139.979,-0.04283655,218.5722,-0.01865768,12.916,-0.06567192,134.089,-0.07163799,232.8266,OPEN
-0.02758074,35.42529,-0.0405103,250.5599,-0.06142032,59.93037,-0.0950861,58.4787,-0.03799582,263.3234,-0.02350461,351.5455,-0.1005902,61.72245,-0.04342031,253.3837,-0.001368046,332.9596,-0.06638622,57.63118,-0.03515124,266.2238,0.05145383,321.5446,-0.0898695,61.29476,-0.04132819,260.4663,0.02782524,330.3333,OPEN
-0.06498384,5.184357,-0.0245235,276.7925,-0.04512668,75.90417,-0.0984211,53.518,0.01105821,286.0846,0.009851694,358.2957,-0.0965848,56.3725,0.008469939,270.6021,0.03115809,337.2276,-0.04393196,22.51155,0.01417911,296.8791,0.08166397,322.2314,-0.07869387,36.34518,0.01865184,282.9324,0.06060934,335.0266,OPEN
-0.05611849,335.5236,0.01999938,279.1071,-0.05062175,60.26529,-0.0679183,333.1844,0.08185554,285.1516,0.008586645,339.1803,-0.06705093,330.205,0.08169079,293.6012,0.04153085,323.2755,-0.04226017,334.825,0.03691602,307.6552,0.07855284,299.4341,-0.05524063,326.7804,0.06836748,301.8035,0.0636065,313.915,OPEN
-0.03623343,308.2094,0.04430115,265.5147,-0.0529238,57.2361,-0.02257347,307.9615,0.1041139,290.2862,0.01379585,319.4308,-0.03120089,311.0587,0.1019137,287.3843,0.03985,311.1423,-0.03501987,310.8521,0.05259967,304.6465,0.06983757,282.2977,-0.03106403,307.219,0.08568609,292.262,0.05655229,303.2174,OPEN
-0.007250309,289.2294,0.05798304,251.867,-0.05454254,56.30642,0.0009145737,301.2379,0.1066307,270.9062,0.01751614,322.6191,-0.01542997,304.7166,0.103763,265.9202,0.04054999,315.2574,-0.04037523,305.8065,0.05169499,289.5427,0.06653237,276.2557,-0.02749825,304.769,0.08467484,268.9787,0.05577445,306.9394,OPEN
0.04532862,270.3566,0.06123006,236.8248,-0.02277017,24.7997,-0.001367569,300.8412,0.1038891,212.2186,0.02258682,334.2029,-0.02892399,300.9806,0.1029315,208.9785,0.02643108,324.6359,-0.07265663,303.6482,0.05368471,221.3266,0.01689672,288.2518,-0.05358076,303.9958,0.08432615,210.9633,0.02288723,313.9089,OPEN
0.04287624,277.6314,0.06167817,20.62659,0.03190088,182.1555,-0.02924347,295.8866,0.1038951,181.0429,0.004709721,308.0925,-0.05501032,298.1244,0.09789491,192.8978,-0.01673222,284.6225,-0.05715084,315.0251,0.04177201,173.7221,-0.06251526,273.7607,-0.06530952,305.4666,0.07510996,195.2791,-0.04059911,274.5834,OPEN
0.02900267,290.21,0.05566001,2.343198,0.05261874,182.0266,-0.02943563,284.6652,0.1065203,192.7565,0.006551504,282.2527,-0.05087948,291.6481,0.1024305,203.6893,-0.02151966,260.7379,-0.03954172,310.7589,0.04940355,167.5251,-0.07317686,270.3832,-0.05654287,300.6472,0.08107305,201.1189,-0.04915595,257.4208,OPEN
0.01107645,310.2735,0.046193,347.1574,0.0717752,184.9819,-0.03098154,277.7372,0.1073868,228.2167,0.01209855,235.2981,-0.04108572,283.5701,0.1077089,196.1754,-0.02028537,256.1017,-0.01430368,306.0768,0.05882657,135.1789,-0.07188082,288.9916,-0.04024458,292.2582,0.08913052,188.9672,-0.05024385,257.2194,OPEN
0.0309453,292.1678,0.06594765,7.549906,0.04547548,177.575,-0.02537346,299.3817,0.1066726,175.7135,-0.02017403,300.245,-0.04705334,306.5219,0.0947758,187.3941,-0.04900599,278.183,-0.04073524,328.6303,0.02640855,171.7352,-0.08470559,265.4758,-0.05473948,316.6324,0.06518281,188.8458,-0.07061958,270.4449,OPEN
0.04168701,284.1552,0.07326615,178.3624,-0.006836176,35.90987,-0.04786777,325.5067,0.09238923,197.0016,-0.03252649,303.7594,-0.08129215,326.6183,0.07371914,210.8302,-0.03638434,283.172,-0.08612061,345.4991,0.0006566048,210.4607,-0.04900718,261.5353,-0.09401703,333.9494,0.04129374,213.9847,-0.04089332,274.8101,OPEN
-0.02843618,313.0652,0.03720593,240.6445,-0.06737065,72.50399,-0.04587746,318.3435,0.1001033,270.2872,-0.003978252,337.1308,-0.05245352,313.7985,0.1012863,277.5082,0.02464986,321.4089,-0.04834366,319.2605,0.04922318,302.9345,0.06914592,287.8122,-0.05003786,311.9005,0.0844754,289.3854,0.05022752,307.7597,OPEN
-0.04050159,297.4583,0.04267585,250.2879,-0.05554056,90.74461,-0.002211571,291.187,0.1102277,279.9288,-0.01151824,348.7744,0.003072262,286.0489,0.1155539,298.7364,0.01770067,320.1017,0.001889229,296.0786,0.0691272,341.2386,0.06769967,264.6231,0.007276535,285.3338,0.1007541,326.6001,0.04300129,288.5735,OPEN
-0.02768946,287.1947,0.0505805,222.8376,-0.05608201,117.263,0.01340723,281.6511,0.1096997,284.6711,-0.01178575,344.0816,0.01556921,282.2218,0.1139539,304.7369,0.01762414,313.1756,0.008509636,292.8339,0.06847107,344.2133,0.06666398,258.2222,0.01516581,284.2569,0.09879339,324.633,0.043154,288.4252,OPEN
-0.04541969,300.4855,0.04338789,234.3676,-0.05432069,108.1161,-0.02040052,301.0408,0.1074933,297.547,0.002282739,337.4987,-0.01512623,301.0236,0.1099951,307.0472,0.03236139,317.7284,0.0008516312,306.5467,0.06208432,339.1286,0.07540619,273.8391,-0.004769325,299.2367,0.09489429,321.1404,0.05500031,300.3271,OPEN
-0.06461668,326.4174,0.01914549,250.0447,-0.05495572,84.27953,-0.07298279,344.1573,0.07138515,296.3352,0.02392948,339.8891,-0.0674262,336.6176,0.0731926,303.6868,0.05397332,325.1931,-0.02022552,331.4673,0.03934073,335.2462,0.08944714,293.4692,-0.04347658,326.9769,0.06808817,317.3476,0.07541358,313.3564,OPEN
-0.0554657,12.72545,-0.02175641,260.1119,-0.0629797,61.26592,-0.1042295,38.32769,-0.007709503,281.048,0.009607315,346.9118,-0.1028233,35.10524,-0.01585722,284.6299,0.03828597,334.6627,-0.04760981,25.61269,-0.01698411,311.5322,0.08490944,322.7256,-0.08417559,25.51728,-0.009791136,295.9373,0.06748915,332.256,OPEN
-0.0239625,22.00808,-0.02682304,235.8854,-0.07737136,54.02817,-0.1014628,40.5467,-0.01337719,248.8309,-0.04002345,344.7192,-0.1118188,40.64939,-0.02074122,252.3897,-0.01114941,333.2387,-0.07472563,39.99482,-0.02896547,279.1323,0.05514741,323.5146,-0.1024432,39.69626,-0.02410173,262.6288,0.02270627,330.5025,OPEN
-0.002067566,3.989486,-0.01209378,215.0396,-0.08206725,57.84228,-0.07500172,14.13295,0.02770722,224.1989,-0.07763696,346.7171,-0.09653282,15.85869,0.02068031,226.5651,-0.05852985,334.8358,-0.09395027,17.18386,-0.006573439,244.5424,0.009144545,316.5944,-0.1026344,16.22127,0.009298801,233.7314,-0.02737236,328.6835,OPEN
0.01963377,318.8213,0.04328358,210.3306,-0.05930781,44.3137,-0.02459908,329.4651,0.09492862,200.5113,-0.04758406,338.096,-0.05148745,328.4787,0.08893859,202.866,-0.046664,324.0054,-0.07766867,334.1669,0.03397703,206.6996,-0.03022075,299.9855,-0.06868935,331.1129,0.06659698,204.7178,-0.04036856,315.8189,OPEN
0.02842474,281.8144,0.05604959,187.8139,-0.04485989,87.14617,0.01404047,298.1396,0.1076005,206.0802,0.001188278,355.5461,-0.01249075,295.9454,0.1116189,210.7837,0.01296186,337.8763,-0.05944729,307.1222,0.06650209,211.2093,0.01283407,312.1927,-0.03779984,300.4693,0.09589028,213.4776,0.01582575,327.5309,OPEN
0.02252817,276.345,0.06048787,90.95496,-0.0480504,214.5903,0.03342056,295.1099,0.1009173,240.2546,0.0141995,350.2325,0.01810312,292.8756,0.1030338,238.2656,0.03965163,338.5429,-0.02840376,291.2128,0.06135011,259.6421,0.06398535,292.8877,-0.00373888,291.1982,0.08837211,248.0434,0.05615902,320.5638,OPEN
0.001123905,284.4364,0.06128538,283.2478,-0.0528779,30.48812,0.01118135,309.7868,0.1065484,255.8401,0.01190138,341.348,-0.002281666,308.2139,0.1044785,255.8205,0.04067516,327.0746,-0.03331661,307.5041,0.05169022,269.4474,0.07090199,290.3067,-0.01780081,308.0709,0.08461702,260.839,0.05977392,314.0408,OPEN
-0.05515194,337.7151,0.01238322,266.6494,-0.05735731,68.04635,-0.07952404,346.8951,0.07043171,282.9767,0.006144047,342.359,-0.08631897,348.2343,0.06746578,280.3959,0.02959728,332.8413,-0.05630493,341.7555,0.03617215,290.9406,0.06807208,312.4296,-0.07530975,341.7305,0.05995297,282.683,0.04874039,328.0056,OPEN
-0.04388428,17.90011,-0.02655625,255.5647,-0.06221819,61.15965,-0.1009622,57.78119,-0.01346254,258.9466,-0.01569533,340.4745,-0.1029601,59.00039,-0.02665401,244.2926,0.003283739,318.3097,-0.06837225,47.43815,-0.0279758,260.4104,0.05283833,306.8438,-0.09487963,46.96301,-0.02426362,259.1746,0.029984,323.1161,OPEN
-0.01340389,16.01611,-0.02976727,225.0149,-0.07517338,61.95385,-0.08909845,21.14463,0.009420276,238.4067,-0.06566536,352.0772,-0.1054225,32.70439,-0.004377246,239.0349,-0.04213238,338.9916,-0.08976126,32.33936,-0.01640129,256.5581,0.02638388,322.7499,-0.1028118,39.43959,-0.01552987,241.8328,-0.01103532,331.2158,OPEN
0.007704735,342.9116,0.008317232,208.1992,-0.08002234,63.71986,-0.04412603,341.5743,0.07369852,214.8287,-0.07265663,349.5619,-0.07185316,342.9276,0.06938612,219.7382,-0.05955386,336.0292,-0.09175253,349.7715,0.02331483,236.0343,-0.007103443,311.0747,-0.08730984,350.2791,0.04875851,223.4017,-0.03836894,327.8208,OPEN
0.01222324,303.5869,0.03366399,192.0106,-0.07176137,104.0291,0.01169634,307.9897,0.104174,211.0621,-0.0346632,14.82387,-0.006861687,304.1988,0.113937,213.5396,-0.01429391,0.7588732,-0.04958534,305.2959,0.07600868,235.0615,0.02360201,321.4891,-0.02969646,303.5388,0.102466,223.6255,0.005068302,344.9959,OPEN
0.01158857,283.9321,0.05153358,169.679,-0.06061769,140.2831,0.02696323,291.3807,0.1052147,233.7417,-0.005833864,2.999225,0.01375389,289.6884,0.1112682,235.6642,0.01856828,348.7953,-0.0264411,290.8016,0.07229197,263.9026,0.05341482,299.5907,-0.004921436,288.626,0.09843862,250.184,0.0397923,327.2597,OPEN
