THUMB_INDEX_ANGLE,THUMB_DIST,INDEX_MIDDLE_ANGLE,INDEX_DIST,MIDDLE_RING_ANGLE,MIDDLE_DIST,RING_PINKY_ANGLE,RING_DIST,PINKY_DIST,target
0.7693346,0.04702303,0.3996862,0.04373339,0.7142912,0.04009966,0.3905967,0.03957433,0.0369637,CLOSE
0.4228058,0.06077326,0.4291368,0.06561344,0.7782983,0.04243816,0.4197746,0.03986537,0.03769756,CLOSE
0.6853932,0.07577918,0.7675185,0.1026329,0.7093124,0.04680629,0.4453889,0.04274645,0.04075849,CLOSE
0.6779149,0.07652273,0.5870921,0.09552295,0.7841388,0.05530755,0.5996504,0.06221863,0.04968177,CLOSE
0.6108622,0.07465319,0.229711,0.06830159,0.8767933,0.06244518,0.6842412,0.0806955,0.05785784,CLOSE
0.6020345,0.07518796,0.2354903,0.06473223,0.6180943,0.06126332,0.3621687,0.05324347,0.05436961,CLOSE
0.6979743,0.07899687,0.2501524,0.06018334,0.6823342,0.05467243,0.379393,0.04413353,0.04824806,CLOSE
0.6818944,0.08017178,0.2189812,0.05467078,0.6560927,0.05263144,0.3484769,0.0455486,0.0471629,CLOSE
0.583195,0.07618061,0.1809398,0.06048084,0.5913706,0.05933739,0.3162947,0.05310642,0.05471433,CLOSE
0.5534253,0.07596583,0.1601647,0.06754948,0.5703869,0.06847478,0.3083335,0.05914788,0.06453565,CLOSE
0.5687859,0.07601352,0.1652001,0.0666888,0.5621518,0.06921604,0.3080924,0.05894705,0.06449603,CLOSE
0.5441548,0.07436006,0.1695084,0.06677022,0.5708258,0.06798328,0.3095877,0.06170302,0.06489468,CLOSE
0.511561,0.07388575,0.1701794,0.06634683,0.6006342,0.0680692,0.324064,0.06771783,0.06925899,CLOSE
0.5268045,0.07447232,0.1747903,0.07083017,0.6695473,0.06899083,0.3982397,0.07440758,0.07029712,CLOSE
0.5533112,0.07337663,0.1868321,0.06782679,0.7677077,0.0665848,0.510905,0.07903024,0.06765006,CLOSE
0.5179047,0.07290804,0.2869542,0.06280285,0.6729325,0.05130082,0.3899095,0.04943214,0.04698418,CLOSE
0.3037224,0.06924711,0.4789371,0.06821899,0.7571588,0.04270863,0.4054136,0.03872484,0.03711333,CLOSE
0.4916979,0.06559049,1.025629,0.09919614,0.8682584,0.03774052,0.4134286,0.03751279,0.03407737,CLOSE
0.3055425,0.05991054,0.7989284,0.09042583,0.7765974,0.04108933,0.3229561,0.04017757,0.03555903,CLOSE
0.2787651,0.05447576,0.4240092,0.07958262,0.6109616,0.05034915,0.3424055,0.04253389,0.04634693,CLOSE
0.2327302,0.0552437,0.3426744,0.07244927,0.613484,0.05089038,0.3532498,0.04216565,0.0462838,CLOSE
0.4568385,0.04889552,0.2913691,0.04689551,0.6404638,0.04701687,0.365791,0.0408272,0.0436992,CLOSE
0.7933053,0.05396907,0.3227303,0.0452409,0.6623897,0.04313799,0.3704162,0.03829856,0.03968882,CLOSE
0.7670473,0.06315689,0.2780294,0.04686377,0.738049,0.04387897,0.4370742,0.042229,0.03934551,CLOSE
0.7781819,0.06898113,0.1823425,0.04958674,0.7455328,0.04891768,0.4830514,0.05290443,0.04672344,CLOSE
0.7558842,0.06960409,0.1994613,0.05507431,0.6293947,0.05338193,0.3681621,0.04657417,0.04885135,CLOSE
0.5704457,0.07011473,0.2352388,0.0555608,0.6838162,0.05203341,0.3925897,0.04164224,0.04472389,CLOSE
0.3575548,0.06696445,0.2479497,0.05518411,0.7338435,0.0496574,0.4077672,0.03958828,0.0417689,CLOSE
0.2905266,0.06576206,0.2479267,0.05348923,0.7721235,0.04762681,0.4139982,0.03882993,0.03991746,CLOSE
0.2880225,0.06468733,0.2418707,0.05308874,0.7770342,0.04662589,0.4146324,0.03872065,0.03917143,CLOSE
0.306182,0.06368969,0.2423108,0.05281211,0.7606732,0.04659874,0.4038045,0.03910939,0.03958347,CLOSE
0.3970299,0.0626908,0.2412643,0.05159532,0.7280172,0.04649975,0.3830915,0.04002831,0.04065151,CLOSE
0.5017932,0.0622131,0.2447648,0.04985517,0.7144414,0.04670057,0.3845057,0.0399711,0.04086259,CLOSE
